# From /Users/Daniela/Documents/CCG/GU_art_2/GO_levels_extended/scripts/extend_go_genes.pl on Mon Oct  1 12:06:18 2018
# Input = /Users/Daniela/Documents/CCG/datasets/GOs/gos_complete_table_BPonly.txt
# GO ID	Branch	Name	Genes	Children	Parents
GO:0090078	P	smooth muscle derived foam cell differentiation			GO:0090077,
GO:0090080	P	positive regulation of MAPKKK cascade by fibroblast growth factor receptor signaling pathway			GO:0043410,GO:0008543,
GO:0090081	P	regulation of heart induction by regulation of canonical Wnt signaling pathway		GO:0090082,	GO:0090381,GO:0060828,GO:0042659,GO:0003307,
GO:0090082	P	positive regulation of heart induction by negative regulation of canonical Wnt signaling pathway			GO:0090090,GO:0003308,GO:1901321,GO:0090081,
GO:0090083	P	regulation of inclusion body assembly		GO:1902996,GO:0140122,GO:0090261,GO:0090084,	GO:0044087,GO:0051128,
GO:0090084	P	negative regulation of inclusion body assembly		GO:0140123,GO:1902997,	GO:0090083,GO:0051129,
GO:0090085	P	regulation of protein deubiquitination		GO:1903003,GO:0090086,GO:1903584,GO:1903004,GO:1903093,	GO:0030162,GO:1903320,
GO:0090086	P	negative regulation of protein deubiquitination		GO:1903585,GO:1903005,GO:1903094,	GO:1903321,GO:0090085,GO:0045861,
GO:0090087	P	regulation of peptide transport	asmA,napD,yhjG,	GO:0051223,GO:0002791,GO:0090088,GO:1901039,	GO:0051049,
GO:0090088	P	regulation of oligopeptide transport		GO:2000878,GO:0090089,GO:0035950,GO:2000877,	GO:0090087,
GO:0090089	P	regulation of dipeptide transport		GO:2001148,GO:2000880,GO:0035953,GO:2000879,	GO:0090088,
GO:0090090	P	negative regulation of canonical Wnt signaling pathway		GO:2000080,GO:1902844,GO:0090082,GO:0060829,GO:1905067,GO:0072336,GO:1905240,	GO:0060828,GO:0030178,
GO:0090091	P	positive regulation of extracellular matrix disassembly			GO:0010715,GO:1903055,
GO:0090092	P	regulation of transmembrane receptor protein serine/threonine kinase signaling pathway		GO:0032925,GO:0030510,GO:0090100,GO:0060393,GO:0060390,GO:0017015,GO:0010990,GO:0090101,GO:0090097,	GO:0009966,
GO:0090093	P	regulation of fungal-type cell wall beta-glucan biosynthetic process		GO:0060622,	GO:0032951,GO:0032995,GO:0010981,
GO:0090094	P	metanephric cap mesenchymal cell proliferation involved in metanephros development			GO:0072203,GO:0010463,
GO:0090095	P	regulation of metanephric cap mesenchymal cell proliferation		GO:0090096,	GO:0010464,GO:0072215,GO:2000027,GO:1901722,
GO:0090096	P	positive regulation of metanephric cap mesenchymal cell proliferation			GO:0090095,GO:0072216,GO:1901724,GO:0002053,
GO:0090097	P	regulation of decapentaplegic signaling pathway		GO:0090099,GO:0090098,	GO:0090092,
GO:0090098	P	positive regulation of decapentaplegic signaling pathway			GO:0090100,GO:0090097,
GO:0090099	P	negative regulation of decapentaplegic signaling pathway			GO:0090101,GO:0090097,
GO:0090100	P	positive regulation of transmembrane receptor protein serine/threonine kinase signaling pathway		GO:0010862,GO:0060391,GO:0090098,GO:0030513,GO:0030511,GO:0032927,	GO:0090092,GO:0009967,
GO:0090101	P	negative regulation of transmembrane receptor protein serine/threonine kinase signaling pathway		GO:0060392,GO:0030514,GO:0090099,GO:0032926,GO:0030512,GO:0010991,GO:0060394,	GO:0090092,GO:0009968,
GO:0090102	P	cochlea development			GO:0048856,
GO:0090103	P	cochlea morphogenesis			GO:0048598,
GO:0090104	P	pancreatic epsilon cell differentiation			GO:0030154,
GO:0090105	P	pancreatic E cell development			GO:0048468,
GO:0090106	P	pancreatic E cell fate commitment			GO:0045165,
GO:0090107	P	regulation of high-density lipoprotein particle assembly		GO:0090108,	GO:0043254,GO:0051239,
GO:0090108	P	positive regulation of high-density lipoprotein particle assembly			GO:0031334,GO:0090107,GO:0051240,
GO:0090109	P	regulation of cell-substrate junction assembly		GO:0051893,	GO:1901888,
GO:0090110	P	cargo loading into COPII-coated vesicle			GO:0046907,GO:0051668,GO:0035459,
GO:0090111	P	regulation of COPII vesicle uncoating			GO:1901879,GO:0060628,
GO:0090112	P	COPII vesicle uncoating			GO:0072319,
GO:0090113	P	regulation of ER to Golgi vesicle-mediated transport by GTP hydrolysis		GO:0003400,	GO:0060628,
GO:0090114	P	COPII-coated vesicle budding			GO:0048194,
GO:0090115	P	C-5 methylation on cytosine involved in chromatin silencing			GO:0090116,
GO:0090116	P	C-5 methylation of cytosine	dcm,	GO:0090115,	GO:0032776,
GO:0090117	P	endosome to lysosome transport of low-density lipoprotein particle			GO:0008333,GO:0090119,
GO:0090118	P	receptor-mediated endocytosis involved in cholesterol transport			GO:0046907,GO:0006898,
GO:0090119	P	vesicle-mediated cholesterol transport		GO:0090120,GO:0090117,	GO:0032367,GO:0016482,GO:0016192,
GO:0090120	P	lysosome to ER cholesterol transport			GO:0007041,GO:0090119,
GO:0090121	P	low-density lipoprotein particle disassembly involved in cholesterol transport			GO:0090495,
GO:0090122	P	cholesterol ester hydrolysis involved in cholesterol transport			GO:0008203,
GO:0090124	P	N-4 methylation of cytosine			GO:0032776,
GO:0090125	P	cell-cell adhesion involved in synapse maturation			GO:0098609,
GO:0090126	P	protein-containing complex assembly involved in synapse maturation			GO:0065003,
GO:0090127	P	positive regulation of synapse maturation by synaptic transmission			GO:0007268,GO:0090129,
GO:0090128	P	regulation of synapse maturation		GO:2000297,GO:0090129,	GO:0051960,GO:0050807,
GO:0090129	P	positive regulation of synapse maturation		GO:0090127,	GO:0051962,GO:0051130,GO:0090128,
GO:0090130	P	tissue migration		GO:0090132,GO:0007509,GO:0090131,	GO:0032501,
GO:0090131	P	mesenchyme migration		GO:0090496,	GO:0090130,
GO:0090132	P	epithelium migration		GO:0090133,GO:0090252,	GO:0090130,
GO:0090133	P	mesendoderm migration			GO:0090132,
GO:0090134	P	cell migration involved in mesendoderm migration			GO:0042074,
GO:0090135	P	actin filament branching			GO:0007015,
GO:0090136	P	epithelial cell-cell adhesion		GO:0090137,GO:0097326,GO:0007299,GO:0071603,	GO:0098609,
GO:0090137	P	epithelial cell-cell adhesion involved in epithelium migration			GO:0090136,
GO:0090138	P	regulation of actin cytoskeleton organization by cell-cell adhesion			GO:0098609,GO:0032956,
GO:0090139	P	mitochondrial DNA packaging			GO:0036385,
GO:0090140	P	regulation of mitochondrial fission		GO:0090141,GO:0090147,GO:0090258,	GO:0010821,GO:0022603,
GO:0090141	P	positive regulation of mitochondrial fission			GO:0090140,GO:0051094,GO:0010822,
GO:0090143	P	nucleoid organization	seqA,	GO:0090144,	GO:0016043,
GO:0090144	P	mitochondrial nucleoid organization		GO:0090145,	GO:0090143,
GO:0090145	P	mitochondrial nucleoid organization involved in mitochondrial fission			GO:0090144,
GO:0090146	P	establishment of mitochondrion localization involved in mitochondrial fission			GO:0051654,
GO:0090147	P	regulation of establishment of mitochondrion localization involved in mitochondrial fission			GO:0090140,GO:0060341,
GO:0090148	P	membrane fission		GO:0099050,GO:0090149,	GO:0061024,
GO:0090149	P	mitochondrial membrane fission			GO:0090148,
GO:0090150	P	establishment of protein localization to membrane	bamA,bamB,bamD,bamE,ffh,ftsY,secE,secG,secY,skp,yidC,yidD,	GO:1903540,GO:0097051,GO:0006612,GO:0090151,GO:0044862,GO:0061951,GO:0032596,GO:0098877,GO:0051205,	GO:0045184,GO:0072657,
GO:0090151	P	establishment of protein localization to mitochondrial membrane		GO:0045040,GO:0090152,GO:0045039,	GO:0051649,GO:0007006,GO:0090150,GO:0072655,
GO:0090152	P	establishment of protein localization to mitochondrial membrane involved in mitochondrial fission			GO:0090151,
GO:0090153	P	regulation of sphingolipid biosynthetic process		GO:2000303,GO:0090155,GO:0090154,	GO:0051171,GO:0044087,GO:0010556,GO:1905038,GO:0031326,GO:0046890,
GO:0090154	P	positive regulation of sphingolipid biosynthetic process		GO:2000304,	GO:0090153,GO:0031328,GO:0051173,GO:0046889,
GO:0090155	P	negative regulation of sphingolipid biosynthetic process		GO:1900060,	GO:0051055,GO:0090153,GO:0051172,GO:0031327,
GO:0090156	P	cellular sphingolipid homeostasis			GO:0055088,GO:0055082,
GO:0090158	P	endoplasmic reticulum membrane organization		GO:1990809,	GO:0061024,
GO:0090159	P	sphingolipid biosynthesis involved in endoplasmic reticulum membrane organization			GO:0030148,
GO:0090160	P	Golgi to lysosome transport			GO:0007041,GO:0006896,GO:0016482,
GO:0090161	P	Golgi ribbon formation		GO:0090164,	GO:0007030,
GO:0090162	P	establishment of epithelial cell polarity		GO:0045198,GO:0090163,	GO:0030010,
GO:0090163	P	establishment of epithelial cell planar polarity			GO:0090162,
GO:0090164	P	asymmetric Golgi ribbon formation		GO:0090165,	GO:0090161,
GO:0090165	P	regulation of secretion by asymmetric Golgi ribbon formation			GO:0051046,GO:0090164,
GO:0090166	P	Golgi disassembly			GO:1903008,GO:0007030,
GO:0090167	P	Golgi distribution to daughter cells			GO:0051645,GO:0007030,
GO:0090168	P	Golgi reassembly			GO:0022607,GO:0007030,
GO:0090169	P	regulation of spindle assembly		GO:1905832,GO:1905831,GO:1901673,	GO:0090224,GO:1902115,
GO:0090170	P	regulation of Golgi inheritance			GO:1903358,
GO:0090171	P	chondrocyte morphogenesis		GO:0003414,	GO:0000904,
GO:0090172	P	microtubule cytoskeleton organization involved in homologous chromosome segregation			GO:0000226,GO:1903046,
GO:0090173	P	regulation of synaptonemal complex assembly		GO:1905088,	GO:0044087,GO:0060629,GO:0033044,
GO:0090174	P	organelle membrane fusion		GO:0000740,GO:0016320,GO:1990613,GO:0061763,GO:0006906,GO:0036504,GO:0098866,GO:0061472,	GO:0061025,GO:0048284,
GO:0090175	P	regulation of establishment of planar polarity		GO:2000095,GO:0060071,GO:0090178,	GO:1905330,GO:2000027,
GO:0090176	P	microtubule cytoskeleton organization involved in establishment of planar polarity		GO:0003425,	GO:0000226,
GO:0090177	P	establishment of planar polarity involved in neural tube closure			GO:0048598,GO:0042249,
GO:0090178	P	regulation of establishment of planar polarity involved in neural tube closure		GO:0090179,GO:2000167,	GO:0090175,GO:1905276,GO:0045995,GO:0051960,
GO:0090179	P	planar cell polarity pathway involved in neural tube closure			GO:0060071,GO:0090178,
GO:0090180	P	positive regulation of thiamine biosynthetic process			GO:0031328,GO:0070623,GO:0051176,GO:0046136,GO:0051173,
GO:0090181	P	regulation of cholesterol metabolic process		GO:0090205,GO:0090206,GO:0045540,	GO:0062012,GO:0019218,
GO:0090182	P	regulation of secretion of lysosomal enzymes		GO:0090340,GO:0090341,	GO:0050708,
GO:0090183	P	regulation of kidney development		GO:0090184,GO:0090192,GO:1901722,GO:2000356,GO:1900206,GO:0072043,GO:0072215,GO:0061217,GO:0090185,GO:2000696,GO:0072039,	GO:2000026,
GO:0090184	P	positive regulation of kidney development		GO:0061213,GO:2000358,GO:1901724,GO:0090193,GO:2000698,GO:0072216,GO:0072034,GO:0072041,	GO:0090183,GO:0051240,GO:0051094,
GO:0090185	P	negative regulation of kidney development		GO:0072217,GO:0072040,GO:2000697,GO:1901723,GO:0090194,GO:0061218,GO:1900207,GO:2000357,	GO:0051241,GO:0051093,GO:0090183,
GO:0090186	P	regulation of pancreatic juice secretion		GO:0090187,GO:1904242,GO:0090188,GO:1902276,	GO:0051046,GO:0050878,GO:0044058,
GO:0090187	P	positive regulation of pancreatic juice secretion		GO:1902278,GO:1904244,	GO:0060456,GO:0090186,GO:0051047,
GO:0090188	P	negative regulation of pancreatic juice secretion		GO:1904243,GO:1902277,	GO:0051048,GO:0060457,GO:0090186,
GO:0090189	P	regulation of branching involved in ureteric bud morphogenesis		GO:0090191,GO:0090190,GO:0072095,	GO:1905330,GO:2000027,GO:0061217,GO:0060688,
GO:0090190	P	positive regulation of branching involved in ureteric bud morphogenesis			GO:0061213,GO:1905332,GO:0090189,
GO:0090191	P	negative regulation of branching involved in ureteric bud morphogenesis		GO:0072096,	GO:1905331,GO:0061218,GO:0090189,
GO:0090192	P	regulation of glomerulus development		GO:0090194,GO:0072298,GO:0072124,GO:0090193,GO:2000087,	GO:0090183,
GO:0090193	P	positive regulation of glomerulus development		GO:0072126,GO:2000089,GO:0072300,	GO:0090184,GO:0090192,
GO:0090194	P	negative regulation of glomerulus development		GO:0072125,GO:0072299,GO:2000088,	GO:0090192,GO:0090185,
GO:0090195	P	chemokine secretion		GO:0035926,GO:0035534,	GO:0050663,
GO:0090196	P	regulation of chemokine secretion		GO:1904207,GO:0090197,GO:0035535,GO:0090198,	GO:0050707,GO:0032642,
GO:0090197	P	positive regulation of chemokine secretion		GO:1904209,GO:0035537,	GO:0090196,GO:0050715,GO:0032722,
GO:0090198	P	negative regulation of chemokine secretion		GO:0035536,GO:1904208,	GO:0090196,GO:0050710,GO:0032682,
GO:0090199	P	regulation of release of cytochrome c from mitochondria		GO:0090200,GO:0090201,	GO:2001233,GO:0010821,
GO:0090200	P	positive regulation of release of cytochrome c from mitochondria			GO:2001235,GO:0090199,GO:0010822,
GO:0090201	P	negative regulation of release of cytochrome c from mitochondria			GO:0010823,GO:0090199,GO:2001234,
GO:0090202	P	gene looping		GO:0071733,GO:0090203,	GO:0090579,GO:0006325,
GO:0090203	P	transcriptional activation by promoter-terminator looping			GO:0090202,GO:0045944,
GO:0090204	P	protein localization to nuclear pore			GO:0090435,
GO:0090205	P	positive regulation of cholesterol metabolic process		GO:0045542,	GO:0090181,GO:0045940,GO:0062013,
GO:0090206	P	negative regulation of cholesterol metabolic process		GO:0045541,	GO:0045939,GO:0090181,GO:0062014,
GO:0090207	P	regulation of triglyceride metabolic process		GO:0090208,GO:0010896,GO:0090209,GO:0010866,	GO:0031323,GO:0019216,
GO:0090208	P	positive regulation of triglyceride metabolic process		GO:0010898,GO:0010867,	GO:0090207,GO:0045834,GO:0031325,
GO:0090209	P	negative regulation of triglyceride metabolic process		GO:0010868,GO:0010897,	GO:0045833,GO:0090207,GO:0031324,
GO:0090210	P	regulation of establishment of blood-brain barrier		GO:0090211,GO:0090212,	GO:0060284,
GO:0090211	P	positive regulation of establishment of blood-brain barrier			GO:0090210,GO:0010720,
GO:0090212	P	negative regulation of establishment of blood-brain barrier			GO:0090210,GO:0010721,
GO:0090213	P	regulation of radial pattern formation			GO:2000026,
GO:0090214	P	spongiotrophoblast layer developmental growth			GO:0003006,GO:0048589,
GO:0090215	P	regulation of 1-phosphatidylinositol-4-phosphate 5-kinase activity		GO:0090216,GO:0090217,	GO:1903725,GO:0043550,
GO:0090216	P	positive regulation of 1-phosphatidylinositol-4-phosphate 5-kinase activity			GO:0090218,GO:0090215,GO:1903727,
GO:0090217	P	negative regulation of 1-phosphatidylinositol-4-phosphate 5-kinase activity			GO:1903726,GO:0090219,GO:0090215,
GO:0090218	P	positive regulation of lipid kinase activity		GO:0043552,GO:0090216,GO:0043128,	GO:0033674,GO:0045834,GO:0043550,
GO:0090219	P	negative regulation of lipid kinase activity		GO:0090217,GO:0043127,GO:0043553,	GO:0045833,GO:0033673,GO:0043550,
GO:0090220	P	chromosome localization to nuclear envelope involved in homologous chromosome segregation		GO:0045141,	GO:0051303,GO:0022414,
GO:0090221	P	mitotic spindle-templated microtubule nucleation			GO:0007020,
GO:0090222	P	centrosome-templated microtubule nucleation			GO:0051418,
GO:0090223	P	chromatin-templated microtubule nucleation			GO:0007020,
GO:0090224	P	regulation of spindle organization		GO:0032932,GO:0090169,GO:0032887,GO:0090225,GO:0060236,	GO:0070507,GO:0010564,
GO:0090225	P	regulation of spindle density			GO:0065008,GO:0090224,
GO:0090226	P	regulation of microtubule nucleation by Ran protein signal transduction			GO:0010968,GO:0031291,
GO:0090227	P	regulation of red or far-red light signaling pathway		GO:0090229,GO:0090228,	GO:2000030,GO:0009966,
GO:0090228	P	positive regulation of red or far-red light signaling pathway			GO:0090227,GO:0009967,
GO:0090229	P	negative regulation of red or far-red light signaling pathway			GO:0090227,GO:0009968,
GO:0090230	P	regulation of centromere complex assembly		GO:1903097,GO:0090234,	GO:0043254,GO:0033044,
GO:0090231	P	regulation of spindle checkpoint		GO:1903504,GO:0090232,GO:1905325,GO:0090233,	GO:1901976,
GO:0090232	P	positive regulation of spindle checkpoint		GO:1905326,GO:0090267,	GO:1901978,GO:0090231,
GO:0090233	P	negative regulation of spindle checkpoint		GO:1902426,	GO:1901977,GO:0090231,
GO:0090234	P	regulation of kinetochore assembly		GO:1905561,GO:1901719,GO:1905560,	GO:0090230,GO:1902115,
GO:0090235	P	regulation of metaphase plate congression		GO:1902423,	GO:0051983,GO:0010564,GO:0060341,
GO:0090236	P	regulation of transcription from RNA polymerase II promoter involved in somitogenesis			GO:0006357,
GO:0090237	P	regulation of arachidonic acid secretion		GO:1900139,GO:0090238,	GO:0032303,
GO:0090238	P	positive regulation of arachidonic acid secretion			GO:0090237,GO:0032305,
GO:0090239	P	regulation of histone H4 acetylation		GO:2000618,GO:0090241,GO:2000873,GO:0090240,	GO:0035065,
GO:0090240	P	positive regulation of histone H4 acetylation		GO:2000620,	GO:0090239,GO:0035066,
GO:0090241	P	negative regulation of histone H4 acetylation		GO:2000619,	GO:0090239,GO:0035067,
GO:0090242	P	retinoic acid receptor signaling pathway involved in somitogenesis			GO:0048384,
GO:0090243	P	fibroblast growth factor receptor signaling pathway involved in somitogenesis			GO:0008543,
GO:0090244	P	Wnt signaling pathway involved in somitogenesis			GO:0016055,
GO:0090245	P	axis elongation involved in somitogenesis			GO:0003401,
GO:0090246	P	convergent extension involved in somitogenesis			GO:0060028,GO:0060027,
GO:0090247	P	cell motility involved in somitogenic axis elongation		GO:0090248,	GO:0048870,
GO:0090248	P	cell migration involved in somitogenic axis elongation			GO:0016477,GO:0090247,
GO:0090249	P	regulation of cell motility involved in somitogenic axis elongation			GO:0048638,GO:0014807,GO:2000145,
GO:0090250	P	cell-cell adhesion involved in establishment of planar polarity			GO:0098742,
GO:0090251	P	protein localization involved in establishment of planar polarity			GO:0034613,
GO:0090252	P	epithelium migration involved in imaginal disc-derived wing morphogenesis			GO:0090132,
GO:0090253	P	convergent extension involved in imaginal disc-derived wing morphogenesis			GO:0060029,GO:0009886,
GO:0090254	P	cell elongation involved in imaginal disc-derived wing morphogenesis			GO:0009826,GO:0009886,
GO:0090255	P	cell proliferation involved in imaginal disc-derived wing morphogenesis			GO:0008283,
GO:0090256	P	regulation of cell proliferation involved in imaginal disc-derived wing morphogenesis			GO:1905330,GO:2000027,GO:0042127,GO:0048580,
GO:0090257	P	regulation of muscle system process		GO:0006937,GO:1901077,GO:0043502,GO:0014743,	GO:0044057,
GO:0090258	P	negative regulation of mitochondrial fission			GO:0051093,GO:0010823,GO:0090140,
GO:0090259	P	regulation of retinal ganglion cell axon guidance		GO:1902336,GO:0090260,	GO:1902667,
GO:0090260	P	negative regulation of retinal ganglion cell axon guidance			GO:0090259,GO:1902668,
GO:0090261	P	positive regulation of inclusion body assembly		GO:1902998,GO:0140124,	GO:0051130,GO:0090083,GO:0044089,
GO:0090262	P	regulation of transcription-coupled nucleotide-excision repair			GO:2000819,
GO:0090263	P	positive regulation of canonical Wnt signaling pathway		GO:1905068,GO:0072381,GO:2000081,GO:1905241,	GO:0030177,GO:0060828,
GO:0090264	P	regulation of immune complex clearance by monocytes and macrophages		GO:0090265,	GO:0002697,
GO:0090265	P	positive regulation of immune complex clearance by monocytes and macrophages			GO:0090264,GO:0002699,
GO:0090266	P	regulation of mitotic cell cycle spindle assembly checkpoint		GO:1902426,GO:0090267,	GO:1903504,
GO:0090267	P	positive regulation of mitotic cell cycle spindle assembly checkpoint		GO:0090268,	GO:0090266,GO:0090232,GO:0090068,GO:0045931,
GO:0090268	P	activation of mitotic cell cycle spindle assembly checkpoint			GO:0090267,
GO:0090269	P	fibroblast growth factor production			GO:0001816,
GO:0090270	P	regulation of fibroblast growth factor production		GO:0090272,GO:0090271,	GO:0001817,GO:0001816,
GO:0090271	P	positive regulation of fibroblast growth factor production			GO:0090270,GO:0001819,
GO:0090272	P	negative regulation of fibroblast growth factor production			GO:0090270,GO:0001818,
GO:0090273	P	regulation of somatostatin secretion		GO:0090274,GO:0090275,	GO:0090276,
GO:0090274	P	positive regulation of somatostatin secretion			GO:0090273,GO:0090277,
GO:0090275	P	negative regulation of somatostatin secretion			GO:0090273,GO:0090278,
GO:0090276	P	regulation of peptide hormone secretion		GO:0043397,GO:1904458,GO:0090273,GO:0070092,GO:0090278,GO:0051459,GO:0050796,GO:0060123,GO:2000612,GO:0090277,GO:1904362,	GO:0002791,GO:0046883,
GO:0090277	P	positive regulation of peptide hormone secretion		GO:0051461,GO:0070094,GO:0032024,GO:0090274,GO:1904460,GO:2000614,GO:1904364,GO:0051466,GO:1902722,GO:0060124,	GO:0090276,GO:0046887,GO:0002793,
GO:0090278	P	negative regulation of peptide hormone secretion		GO:2000613,GO:0051460,GO:0090275,GO:0051465,GO:0070093,GO:0046676,GO:1904459,GO:0060125,GO:1902721,GO:1904363,	GO:0090276,GO:0046888,GO:0002792,
GO:0090279	P	regulation of calcium ion import		GO:1902080,GO:0090281,GO:0090280,GO:0110097,GO:1905664,	GO:0051924,
GO:0090280	P	positive regulation of calcium ion import		GO:0110098,GO:1905665,GO:1902082,	GO:0090279,GO:0051928,
GO:0090281	P	negative regulation of calcium ion import		GO:1905949,GO:1902081,GO:0110099,	GO:0051926,GO:0090279,
GO:0090282	P	positive regulation of transcription involved in G2/M transition of mitotic cell cycle			GO:0045944,GO:0000117,
GO:0090283	P	regulation of protein glycosylation in Golgi		GO:0090285,GO:0090284,	GO:0060049,
GO:0090284	P	positive regulation of protein glycosylation in Golgi			GO:0090283,GO:0060050,
GO:0090285	P	negative regulation of protein glycosylation in Golgi			GO:0090283,GO:0060051,
GO:0090286	P	cytoskeletal anchoring at nuclear membrane			GO:0032507,GO:0007010,
GO:0090287	P	regulation of cellular response to growth factor stimulus		GO:0030510,GO:1903844,GO:1902547,GO:0051394,GO:2001112,GO:1904847,GO:0051386,GO:0090288,GO:0031551,GO:0030947,GO:0040036,	GO:0050794,GO:0048583,
GO:0090288	P	negative regulation of cellular response to growth factor stimulus		GO:0051395,GO:0031552,GO:0030514,GO:1904848,GO:0040037,GO:2001113,GO:0030948,GO:1903845,GO:0051387,GO:1902548,	GO:0090287,GO:0048585,GO:0048523,
GO:0090289	P	regulation of osteoclast proliferation		GO:0090290,GO:0090291,	GO:0070663,
GO:0090290	P	positive regulation of osteoclast proliferation			GO:0070665,GO:0090289,
GO:0090291	P	negative regulation of osteoclast proliferation			GO:0090289,GO:0070664,
GO:0090292	P	nuclear matrix anchoring at nuclear membrane			GO:0043578,GO:0051457,
GO:0090293	P	nitrogen catabolite regulation of transcription		GO:0001079,GO:0090295,GO:0090294,	GO:0006355,GO:0006808,GO:0031670,
GO:0090294	P	nitrogen catabolite activation of transcription		GO:0001080,	GO:0090293,GO:0045893,
GO:0090295	P	nitrogen catabolite repression of transcription		GO:0001081,	GO:0090293,GO:0045892,GO:0061984,
GO:0090296	P	regulation of mitochondrial DNA replication		GO:0090297,GO:0090298,	GO:0090329,GO:1901858,
GO:0090297	P	positive regulation of mitochondrial DNA replication			GO:1901860,GO:2000105,GO:0090296,
GO:0090298	P	negative regulation of mitochondrial DNA replication			GO:1901859,GO:0090296,GO:2000104,
GO:0090299	P	regulation of neural crest formation		GO:0090300,GO:1905295,GO:0090301,	GO:0010717,GO:0045995,GO:0022603,
GO:0090300	P	positive regulation of neural crest formation		GO:1905297,	GO:0040019,GO:0090299,GO:0010718,
GO:0090301	P	negative regulation of neural crest formation		GO:1905296,	GO:0090299,GO:0045992,GO:0010719,
GO:0090303	P	positive regulation of wound healing		GO:1905686,GO:1905043,GO:0043415,GO:1905180,GO:1903691,GO:0030194,GO:0035470,GO:1904598,	GO:0061041,GO:1903036,
GO:0090304	P	nucleic acid metabolic process	aaeR,abgR,acrR,ada,adk,alaS,alkA,alkB,argR,argS,arsR,ascG,asnS,aspS,baeR,bolA,caiF,cas1,cas2,cas3,casD,casE,cca,cecR,cho,chpB,cmoA,cmoB,cmoM,cnu,crp,cspA,csrD,cueR,cysB,cysS,dam,dbpA,dcm,dcuR,deaD,decR,dhaR,dicA,dicC,dinB,dinG,dinJ,dmlR,dnaA,dnaB,dnaC,dnaE,dnaG,dnaJ,dnaN,dnaQ,dnaT,dnaX,dsdC,dtd,dusC,endA,epmA,eutR,exoX,feoC,fhlA,fimB,fimE,flhC,flhD,fmt,frlR,frvR,gadW,gadX,galR,gcvA,gcvR,ghoS,glnS,glrR,gltX,gluQ,glyS,gph,greA,greB,gyrA,gyrB,hda,helD,hicA,hicB,higB,hipB,hisS,hofM,hofN,hofO,hofP,hofQ,holA,holB,holC,holD,holE,hprR,hrpA,hsdM,hsdR,hupA,hupB,hyfR,hypT,ihfA,ihfB,ileS,insA-1,insA-2,insB-2,insB-4,insE-1,insH-6,insI-1,intE,intQ,intS,intZ,iscS,lasT,leuS,lexA,lhr,ligA,ligB,lrhA,lsrR,lysS,lysU,mazF,mcrA,mcrB,metG,mfd,miaA,miaB,mlc,mnmA,mnmC,mnmE,mnmG,mprA,mqsR,mrr,mug,mutH,mutL,mutM,mutS,mutT,mutY,nanR,nei,nfi,nfo,nth,nudG,nusG,ogt,orn,paaX,parC,parE,pcnB,pepA,perR,pgrR,pheS,pheT,pinE,pinQ,pinR,pnp,polA,polB,priA,priB,priC,prlC,proS,psuG,puuR,qseB,queA,radA,radD,ralR,rapZ,rarA,rayT,rbfA,rbn,rcdA,rclR,rcsA,rcsB,recA,recB,recC,recD,recE,recF,recG,recJ,recN,recQ,recR,recT,relB,relE,rep,rfaH,rhaR,rhlB,rhlE,rho,rimM,rlmA,rlmB,rlmC,rlmD,rlmE,rlmF,rlmG,rlmH,rlmI,rlmJ,rlmL,rlmM,rlmN,rluA,rluB,rluC,rluD,rluE,rluF,rmuC,rna,rnb,rnc,rnd,rne,rng,rnhA,rnhB,rnlA,rnpA,rnr,rnt,rph,rplA,rpnA,rpnB,rpnC,rpnD,rpoA,rpoH,rpoS,rppH,rpsI,rpsK,rpsL,rpsO,rpsP,rraA,rraB,rsmA,rsmB,rsmC,rsmD,rsmE,rsmF,rsmG,rsmH,rsmI,rsmJ,rsuA,rtcB,rusA,ruvA,ruvB,ruvC,sbcB,sbcC,sbcD,selA,selD,selU,serS,sfsB,sgcR,smrA,srmB,ssb,stpA,symE,tadA,tag,tatD,tcdA,tdk,tgt,thiI,thrS,tilS,tmcA,topA,topB,torI,trmA,trmB,trmD,trmH,trmI,trmJ,trmL,trmO,trpS,truA,truB,truC,truD,tsaB,tsaC,tsaD,tsaE,ttcA,ttdR,tus,tusA,tusB,tusC,tusD,tusE,tyrS,uidR,ulaR,umuC,umuD,ung,uvrA,uvrB,uvrC,uvrD,uxuR,valS,vsr,xerC,xerD,xisE,xseA,xseB,xthA,yafC,yafO,yafQ,yagI,yahB,yaiV,yaiW,yajD,ybaQ,ybcC,ybeF,ybeY,ybhD,ybhP,ybjD,ycaN,ycdX,ycfH,yciT,yciV,ycjD,ycjW,ydaC,ydaV,ydcI,ydcM,ydcR,yddM,ydeO,ydfH,ydiP,ydiZ,yebG,yebK,yeeY,yeiE,yeiL,yfaX,yfeR,yfhH,yfiC,yfiE,yfiF,ygbI,ygdG,ygeV,ygfI,yghO,ygjH,yhaJ,yhaV,yhbQ,yhbY,yhdJ,yhgH,yhhZ,yhjB,yhjC,yiaU,yidL,yidP,yidZ,yihL,yihW,yijO,yjhI,yjiQ,yjiR,yjjV,yjtD,ykgA,ymfK,yneJ,yoaA,yoeB,yqgF,yqhC,yraN,zraR,zur,	GO:0016070,GO:0090305,GO:0006259,	GO:0043170,GO:0006139,
