# From get_uniq_lowest_levels_v2.pl on Tue Apr 21 11:50:01 2020
# Input = all_go_levels_extended.txt
GO ID	GO level	Total Genes	Genes in GO	GO name
GO:0016310	6	193	aceK,ackA,adk,agaB,agaV,alsK,anmK,appB,appC,araB,arcB,argB,aroK,aroL,ascF,atoS,baeS,barA,basS,bglF,btsS,chbB,cheA,cheB,cheW,cheY,citG,cmk,cmtA,cmtB,coaA,coaE,cobU,cpxA,creC,crr,cusS,cydA,cydB,cydX,cysC,cysQ,dcuS,dgkA,dgoK,dhaK,dhaL,dhaM,dpiB,envZ,era,etk,evgS,fepE,folK,frlD,fruA,fruB,fruK,frvA,frvB,frvR,frwB,frwD,fryA,fryB,fucK,galK,galT,garK,gatA,glk,glmM,glnL,glpK,glrK,glvB,glxK,gmk,gntK,gsk,hflX,hipA,hldE,hprS,idnK,ispE,kdgK,kdpD,lpxK,lsrK,lysC,lyxK,mak,malX,manX,metL,mngA,mtlA,murP,nadK,nadR,nagE,nagK,nanK,narQ,narX,ndk,npr,pdxK,pdxY,pfkA,pfkB,pgk,phnN,phoQ,phoR,ppk,ppsA,ppsR,prkB,proB,prs,psuK,ptsA,ptsG,ptsH,ptsI,ptsN,ptsP,purT,pykA,pykF,pyrH,pyrS,qseC,rbsK,rcsC,rcsD,relA,rhaB,ribF,rstB,selD,sgcA,sgcB,spoT,srkA,srlB,srlE,sucD,suhB,tdcD,tdk,thiD,thiK,thiL,thiM,thrA,thrB,tmk,torS,treB,tsaE,ubiB,udk,uhpB,ulaB,ulaC,uspG,waaP,waaY,wzc,wzzB,wzzE,xylB,yadI,yahI,ybcF,ydjH,yeaG,yegI,yegS,yegV,yeiI,ygbK,ygcE,yggC,yihV,yjjJ,yniA,yqeA,zraS,	phosphorylation
GO:0006119	4	5	appB,appC,cydA,cydB,cydX,	oxidative phosphorylation
GO:0006468	7	55	aceK,arcB,atoS,baeS,barA,basS,btsS,cheA,cheB,cheW,cheY,cpxA,creC,cusS,dcuS,dpiB,envZ,era,etk,evgS,fepE,glmM,glnL,glrK,hflX,hipA,hprS,kdpD,narQ,narX,npr,phoQ,phoR,ppk,ppsR,ptsP,pyrS,qseC,rcsC,rcsD,rstB,srkA,sucD,torS,tsaE,ubiB,uhpB,uspG,wzc,wzzB,wzzE,yeaG,yegI,yjjJ,zraS,	protein phosphorylation
GO:0018106	8	30	arcB,atoS,baeS,barA,basS,btsS,cheA,cpxA,creC,cusS,dcuS,dpiB,envZ,evgS,glnL,glrK,hprS,kdpD,narQ,narX,phoQ,phoR,pyrS,qseC,rcsC,rcsD,rstB,torS,uhpB,zraS,	peptidyl-histidine phosphorylation
GO:0046777	8	31	arcB,atoS,baeS,barA,cheA,cpxA,dpiB,envZ,era,etk,evgS,glmM,glnL,glrK,hflX,hipA,kdpD,narX,phoQ,phoR,ppk,rcsC,rcsD,rstB,sucD,torS,tsaE,uhpB,uspG,wzc,zraS,	protein autophosphorylation
GO:0038083	9	2	etk,wzc,	peptidyl-tyrosine autophosphorylation
GO:0036289	9	2	hflX,hipA,	peptidyl-serine autophosphorylation
GO:0018108	8	5	etk,fepE,wzc,wzzB,wzzE,	peptidyl-tyrosine phosphorylation
GO:0023014	8	32	arcB,atoS,baeS,barA,basS,btsS,cheA,cheB,cheW,cheY,cpxA,creC,cusS,dcuS,dpiB,envZ,evgS,glnL,glrK,hprS,kdpD,narQ,narX,phoQ,phoR,pyrS,qseC,rcsC,rstB,torS,uhpB,zraS,	signal transduction by protein phosphorylation
GO:0018105	8	3	aceK,hflX,hipA,	peptidyl-serine phosphorylation
GO:0006753	6	127	aceE,aceF,add,adk,amn,apt,atpA,atpB,atpC,atpD,atpE,atpF,atpG,atpH,carA,carB,cdsA,cmk,coaA,coaD,coaE,cpdB,cra,cyaA,dcd,deoB,deoC,dfp,dut,eno,fbaA,fbaB,fdrA,fliI,folD,gapA,glk,gmk,gpmA,gpmM,gpp,gpt,grxA,grxC,gsk,guaA,guaB,guaC,hchA,hpt,lpd,mdh,mobA,mocA,nadA,nadB,nadC,nadD,nadE,nadR,ndk,nrdA,nrdB,nrdD,nrdE,nrdF,nudE,nudF,nudK,nudL,pfkA,pfkB,pgi,pgk,plsB,plsC,pncA,pncB,pncC,ppk,prs,purA,purB,purC,purD,purE,purF,purH,purK,purL,purM,purN,purR,purT,purU,pykA,pykF,pyrB,pyrC,pyrD,pyrE,pyrF,pyrG,pyrH,pyrI,pyrL,rdgB,relA,spoT,sucA,sucD,thyA,tmk,tpiA,udk,udp,upp,ushA,uspG,xapA,yahF,yajL,ygjP,yhbO,yhfW,yjjX,ytjC,	nucleoside phosphate metabolic process
GO:0009132	7	27	aceE,aceF,cra,eno,fbaA,fbaB,fdrA,gapA,glk,gpmA,gpmM,lpd,mdh,ndk,nudL,pfkA,pfkB,pgi,pgk,ppk,pykA,pykF,sucA,sucD,tpiA,yahF,ytjC,	nucleoside diphosphate metabolic process
GO:0006165	8	26	aceE,aceF,cra,eno,fbaA,fbaB,fdrA,gapA,glk,gpmA,gpmM,lpd,mdh,ndk,pfkA,pfkB,pgi,pgk,ppk,pykA,pykF,sucA,sucD,tpiA,yahF,ytjC,	nucleoside diphosphate phosphorylation
GO:0006757	4	22	aceE,aceF,cra,eno,fbaA,fbaB,gapA,glk,gpmA,gpmM,lpd,mdh,pfkA,pfkB,pgi,pgk,ppk,pykA,pykF,sucA,tpiA,ytjC,	ATP generation from ADP
GO:0009117	7	123	aceE,aceF,add,adk,amn,apt,atpA,atpB,atpC,atpD,atpE,atpF,atpG,atpH,carA,carB,cdsA,cmk,coaA,coaD,coaE,cpdB,cra,cyaA,dcd,deoB,deoC,dfp,dut,eno,fbaA,fbaB,fdrA,fliI,folD,gapA,glk,gmk,gpmA,gpmM,gpp,gpt,grxA,grxC,gsk,guaA,guaB,guaC,hchA,hpt,lpd,mdh,mobA,mocA,nadA,nadB,nadC,nadD,nadE,nadR,ndk,nrdA,nrdB,nrdD,nrdE,nrdF,pfkA,pfkB,pgi,pgk,plsB,plsC,pncA,pncB,pncC,ppk,prs,purA,purB,purC,purD,purE,purF,purH,purK,purL,purM,purN,purR,purT,purU,pykA,pykF,pyrB,pyrC,pyrD,pyrE,pyrF,pyrG,pyrH,pyrI,pyrL,rdgB,relA,spoT,sucA,sucD,thyA,tmk,tpiA,udk,udp,upp,ushA,uspG,xapA,yahF,yajL,ygjP,yhbO,yhfW,yjjX,ytjC,	nucleotide metabolic process
GO:0006220	8	20	carA,carB,cdsA,cmk,dut,ndk,plsB,plsC,pyrB,pyrC,pyrD,pyrE,pyrF,pyrG,pyrH,pyrI,pyrL,udk,udp,upp,	pyrimidine nucleotide metabolic process
GO:0006221	9	18	carA,carB,cdsA,ndk,plsB,plsC,pyrB,pyrC,pyrD,pyrE,pyrF,pyrG,pyrH,pyrI,pyrL,udk,udp,upp,	pyrimidine nucleotide biosynthetic process
GO:0009220	10	13	carA,carB,ndk,pyrB,pyrC,pyrD,pyrE,pyrF,pyrG,pyrH,udk,udp,upp,	pyrimidine ribonucleotide biosynthetic process
GO:0006228	11	1	ndk,	UTP biosynthetic process
GO:0006222	11	10	carA,carB,pyrB,pyrC,pyrD,pyrE,pyrF,udk,udp,upp,	UMP biosynthetic process
GO:0044205	12	7	carA,carB,pyrB,pyrC,pyrD,pyrE,pyrF,	'de novo' UMP biosynthetic process
GO:0044206	12	3	udk,udp,upp,	UMP salvage
GO:0006225	11	1	pyrH,	UDP biosynthetic process
GO:0009224	11	1	udk,	CMP biosynthetic process
GO:0006241	11	4	ndk,pyrG,pyrH,udk,	CTP biosynthetic process
GO:0044210	12	2	pyrG,pyrH,	'de novo' CTP biosynthetic process
GO:0044211	12	1	udk,	CTP salvage
GO:0006163	8	45	add,adk,amn,apt,atpA,atpB,atpC,atpD,atpE,atpF,atpG,atpH,coaA,coaD,coaE,cyaA,dfp,fliI,folD,gmk,gpp,gpt,gsk,guaA,guaB,guaC,hpt,ndk,prs,purA,purB,purC,purD,purE,purF,purH,purK,purL,purM,purN,purR,purT,purU,relA,spoT,	purine nucleotide metabolic process
GO:0006164	9	43	add,adk,amn,apt,atpA,atpB,atpC,atpD,atpE,atpF,atpG,atpH,coaA,coaD,coaE,cyaA,dfp,fliI,folD,gpp,gpt,gsk,guaA,guaB,hpt,ndk,prs,purA,purB,purC,purD,purE,purF,purH,purK,purL,purM,purN,purR,purT,purU,relA,spoT,	purine nucleotide biosynthetic process
GO:0032261	10	7	add,adk,amn,apt,gpt,gsk,hpt,	purine nucleotide salvage
GO:0044209	11	3	adk,amn,apt,	AMP salvage
GO:0032265	11	1	gpt,	XMP salvage
GO:0032263	11	2	gpt,hpt,	GMP salvage
GO:0032264	11	3	gpt,gsk,hpt,	IMP salvage
GO:0009152	10	36	adk,atpA,atpB,atpC,atpD,atpE,atpF,atpG,atpH,coaA,coaD,coaE,cyaA,dfp,fliI,gpp,gpt,gsk,guaA,guaB,hpt,ndk,purB,purC,purD,purE,purF,purH,purK,purL,purM,purN,purT,purU,relA,spoT,	purine ribonucleotide biosynthetic process
GO:0015970	11	3	gpp,relA,spoT,	guanosine tetraphosphate biosynthetic process
GO:0006177	11	4	gpt,guaA,guaB,hpt,	GMP biosynthetic process
GO:0006188	11	15	gpt,gsk,hpt,purB,purC,purD,purE,purF,purH,purK,purL,purM,purN,purT,purU,	IMP biosynthetic process
GO:0006189	12	12	purB,purC,purD,purE,purF,purH,purK,purL,purM,purN,purT,purU,	'de novo' IMP biosynthetic process
GO:0006754	4	9	atpA,atpB,atpC,atpD,atpE,atpF,atpG,atpH,fliI,	ATP biosynthetic process
GO:0015986	5	8	atpA,atpB,atpC,atpD,atpE,atpF,atpG,atpH,	ATP synthesis coupled proton transport
GO:0042777	6	2	atpB,atpG,	plasma membrane ATP synthesis coupled proton transport
GO:0006172	11	1	adk,	ADP biosynthetic process
GO:0006171	11	1	cyaA,	cAMP biosynthetic process
GO:0006183	11	2	guaB,ndk,	GTP biosynthetic process
GO:0015950	7	3	add,adk,guaC,	purine nucleotide interconversion
GO:0015951	8	2	adk,guaC,	purine ribonucleotide interconversion
GO:0009165	8	83	add,adk,amn,apt,atpA,atpB,atpC,atpD,atpE,atpF,atpG,atpH,carA,carB,cdsA,cmk,coaA,coaD,coaE,cyaA,dfp,fliI,folD,gpp,gpt,grxA,grxC,gsk,guaA,guaB,hpt,mobA,mocA,nadA,nadB,nadC,nadD,nadE,nadR,ndk,nrdA,nrdB,nrdD,nrdE,nrdF,plsB,plsC,pncA,pncB,pncC,prs,purA,purB,purC,purD,purE,purF,purH,purK,purL,purM,purN,purR,purT,purU,pyrB,pyrC,pyrD,pyrE,pyrF,pyrG,pyrH,pyrI,pyrL,relA,spoT,thyA,tmk,udk,udp,upp,uspG,xapA,	nucleotide biosynthetic process
GO:0046940	9	5	adk,cmk,pyrH,tmk,uspG,	nucleoside monophosphate phosphorylation
GO:0106044	8	3	hchA,yajL,yhbO,	guanine deglycation
GO:0106046	9	1	yajL,	guanine deglycation, glyoxal removal
GO:0009166	8	5	cpdB,deoB,deoC,udp,ushA,	nucleotide catabolic process
GO:0009264	9	2	deoB,deoC,	deoxyribonucleotide catabolic process
GO:0016311	6	63	aceK,agp,ais,aphA,appA,bacA,cca,cheZ,cobC,cof,cpdB,cysQ,envZ,etp,fbp,glnL,glpX,gmhB,gph,hisB,hxpA,hxpB,kdpD,kdsC,narX,otsA,otsB,pgpA,pgpB,pgpC,phoA,phoQ,phoR,pphA,pphB,pphC,ppsR,serB,sixA,torS,uhpB,umpG,umpH,ushA,wzb,ybhA,ybiV,ybjI,ycdX,yciV,yedP,yfbR,yfdR,yggF,yidA,yieH,yigB,yigL,yihX,yjjG,ynbD,yqaB,yrfG,	dephosphorylation
GO:0006470	7	18	aceK,cheZ,envZ,etp,glnL,narX,phoA,phoQ,phoR,pphA,pphB,pphC,ppsR,sixA,torS,uhpB,wzb,ynbD,	protein dephosphorylation
GO:0070262	8	1	aceK,	peptidyl-serine dephosphorylation
GO:0035971	8	1	sixA,	peptidyl-histidine dephosphorylation
GO:0035335	8	3	etp,wzb,ynbD,	peptidyl-tyrosine dephosphorylation
GO:0110051	4	1	nnr,	metabolite repair
GO:0043094	4	10	deoB,ggt,pdxH,pdxK,pdxY,thiM,udk,upp,yhfW,yjjG,	cellular metabolic compound salvage
GO:0008655	5	4	thiM,udk,upp,yjjG,	pyrimidine-containing compound salvage
GO:0036172	6	1	thiM,	thiamine salvage
GO:0043100	6	2	upp,yjjG,	pyrimidine nucleobase salvage
GO:0006223	7	1	upp,	uracil salvage
GO:0043102	5	1	ggt,	amino acid salvage
GO:0006725	4	261	abgA,abgB,aceE,aceF,add,adk,agaI,amn,apaH,apt,arnA,aroA,aroB,aroC,aroD,aroE,aroF,aroG,aroH,aroK,aroL,atpA,atpB,atpC,atpD,atpE,atpF,atpG,atpH,bcsA,bcsB,carA,carB,cdd,cdsA,cmk,coaA,coaD,coaE,cobT,codA,cpdB,cpsB,cpsG,cra,cyaA,dcd,deoA,deoB,deoC,deoD,dfp,dgt,dinG,dut,eno,fadA,fau,fbaA,fbaB,fcl,fdrA,fliI,folA,folB,folC,folD,folE,folK,folM,folP,folX,frlB,galF,galU,gapA,glk,glmM,glmS,glmU,glyA,gmd,gmhB,gmk,gpmA,gpmM,gpp,gpt,grxA,grxC,gsk,guaA,guaB,guaC,hcaB,hcaC,hcaD,hcaE,hcaF,hchA,hisA,hisB,hisC,hisD,hisF,hisG,hisH,hisI,hisL,hldE,hpt,kdsB,lpd,manA,mdh,metE,metF,metH,mhpA,mhpB,mhpC,mhpD,mhpE,mhpF,mhpR,mobA,mocA,mtn,murA,nadA,nadB,nadC,nadD,nadE,nadR,nagB,ndk,nrdA,nrdB,nrdD,nrdE,nrdF,nrdG,nudB,nudE,nudF,nudK,nudL,paaA,paaB,paaC,paaD,paaE,paaF,paaG,paaH,paaI,paaJ,paaK,paaX,paaY,paaZ,pabA,pabB,pabC,pdxY,pfkA,pfkB,pgi,pgk,pheA,plsB,plsC,pncA,pncB,pncC,polA,ppk,pptA,prs,purA,purB,purC,purD,purE,purF,purH,purK,purL,purM,purN,purR,purT,purU,pykA,pykF,pyrB,pyrC,pyrD,pyrE,pyrF,pyrG,pyrH,pyrI,pyrL,rdgB,relA,rfaD,rfbA,rfbB,rfbC,rfbD,rffG,rihA,rihB,rihC,rnd,spoT,sucA,sucD,thyA,tmk,tnaA,tnaB,tpiA,trpA,trpB,trpC,trpD,trpE,trpL,tyrA,tyrB,tyrR,udk,udp,ugd,upp,ushA,uspG,xapA,xapB,yahF,yajL,ybhA,ybiA,ybiB,ydiB,yfaU,ygiD,ygjP,yhbO,yhfW,yhgF,yhgH,yieK,yjjX,ymdB,yoaA,yqgF,ytjC,	cellular aromatic compound metabolic process
GO:0009072	5	35	aroA,aroB,aroC,aroD,aroE,aroF,aroG,aroH,aroK,aroL,folD,hisA,hisB,hisC,hisD,hisF,hisG,hisH,hisI,hisL,pabA,pabC,pheA,tnaA,tnaB,trpA,trpB,trpC,trpD,trpE,trpL,tyrA,tyrB,ybiB,ydiB,	aromatic amino acid family metabolic process
GO:0006568	6	11	hisA,pabA,tnaA,tnaB,trpA,trpB,trpC,trpD,trpE,trpL,ybiB,	tryptophan metabolic process
GO:0006569	7	2	tnaA,tnaB,	tryptophan catabolic process
GO:0000162	7	9	hisA,pabA,trpA,trpB,trpC,trpD,trpE,trpL,ybiB,	tryptophan biosynthetic process
GO:0009073	6	33	aroA,aroB,aroC,aroD,aroE,aroF,aroG,aroH,aroK,aroL,folD,hisA,hisB,hisC,hisD,hisF,hisG,hisH,hisI,hisL,pabA,pabC,pheA,trpA,trpB,trpC,trpD,trpE,trpL,tyrA,tyrB,ybiB,ydiB,	aromatic amino acid family biosynthetic process
GO:0008153	7	1	pabC,	para-aminobenzoic acid biosynthetic process
GO:0000105	7	10	folD,hisA,hisB,hisC,hisD,hisF,hisG,hisH,hisI,hisL,	histidine biosynthetic process
GO:0042558	5	21	abgA,abgB,fau,folA,folB,folC,folD,folE,folK,folM,folP,folX,glyA,metE,metF,metH,nudB,pabA,pabB,pabC,purU,	pteridine-containing compound metabolic process
GO:0006760	6	21	abgA,abgB,fau,folA,folB,folC,folD,folE,folK,folM,folP,folX,glyA,metE,metF,metH,nudB,pabA,pabB,pabC,purU,	folic acid-containing compound metabolic process
GO:0046653	7	18	fau,folA,folB,folC,folD,folE,folK,folM,folP,glyA,metE,metF,metH,nudB,pabA,pabB,pabC,purU,	tetrahydrofolate metabolic process
GO:0046655	7	13	abgA,abgB,folA,folB,folC,folK,folM,folP,glyA,nudB,pabA,pabB,pabC,	folic acid metabolic process
GO:0046657	8	2	abgA,abgB,	folic acid catabolic process
GO:0046452	7	2	folA,folC,	dihydrofolate metabolic process
GO:0042817	5	1	pdxY,	pyridoxal metabolic process
GO:0006139	4	176	aceE,aceF,add,adk,agaI,amn,apaH,apt,arnA,atpA,atpB,atpC,atpD,atpE,atpF,atpG,atpH,bcsA,bcsB,carA,carB,cdd,cdsA,cmk,coaA,coaD,coaE,cobT,cpdB,cpsB,cpsG,cra,cyaA,dcd,deoA,deoB,deoC,deoD,dfp,dgt,dinG,dut,eno,fbaA,fbaB,fcl,fdrA,fliI,folD,frlB,galF,galU,gapA,glk,glmM,glmS,glmU,gmd,gmhB,gmk,gpmA,gpmM,gpp,gpt,grxA,grxC,gsk,guaA,guaB,guaC,hchA,hldE,hpt,kdsB,lpd,manA,mdh,mobA,mocA,mtn,murA,nadA,nadB,nadC,nadD,nadE,nadR,nagB,ndk,nrdA,nrdB,nrdD,nrdE,nrdF,nrdG,nudE,nudF,nudK,nudL,pfkA,pfkB,pgi,pgk,plsB,plsC,pncA,pncB,pncC,polA,ppk,prs,purA,purB,purC,purD,purE,purF,purH,purK,purL,purM,purN,purR,purT,purU,pykA,pykF,pyrB,pyrC,pyrD,pyrE,pyrF,pyrG,pyrH,pyrI,pyrL,rdgB,relA,rfaD,rfbA,rfbB,rfbC,rfbD,rffG,rihA,rihB,rihC,rnd,spoT,sucA,sucD,thyA,tmk,tpiA,udk,udp,ugd,upp,ushA,uspG,xapA,xapB,yahF,yajL,ybiA,ygjP,yhbO,yhfW,yhgF,yhgH,yieK,yjjX,ymdB,yoaA,yqgF,ytjC,	nucleobase-containing compound metabolic process
GO:0055086	5	170	aceE,aceF,add,adk,agaI,amn,apaH,apt,arnA,atpA,atpB,atpC,atpD,atpE,atpF,atpG,atpH,bcsA,bcsB,carA,carB,cdd,cdsA,cmk,coaA,coaD,coaE,cobT,cpdB,cpsB,cpsG,cra,cyaA,dcd,deoA,deoB,deoC,deoD,dfp,dgt,dut,eno,fbaA,fbaB,fcl,fdrA,fliI,folD,frlB,galF,galU,gapA,glk,glmM,glmS,glmU,gmd,gmhB,gmk,gpmA,gpmM,gpp,gpt,grxA,grxC,gsk,guaA,guaB,guaC,hchA,hldE,hpt,kdsB,lpd,manA,mdh,mobA,mocA,mtn,murA,nadA,nadB,nadC,nadD,nadE,nadR,nagB,ndk,nrdA,nrdB,nrdD,nrdE,nrdF,nrdG,nudE,nudF,nudK,nudL,pfkA,pfkB,pgi,pgk,plsB,plsC,pncA,pncB,pncC,ppk,prs,purA,purB,purC,purD,purE,purF,purH,purK,purL,purM,purN,purR,purT,purU,pykA,pykF,pyrB,pyrC,pyrD,pyrE,pyrF,pyrG,pyrH,pyrI,pyrL,rdgB,relA,rfaD,rfbA,rfbB,rfbC,rfbD,rffG,rihA,rihB,rihC,spoT,sucA,sucD,thyA,tmk,tpiA,udk,udp,ugd,upp,ushA,uspG,xapA,xapB,yahF,yajL,ybiA,ygjP,yhbO,yhfW,yhgH,yieK,yjjX,ymdB,ytjC,	nucleobase-containing small molecule metabolic process
GO:0034656	6	8	deoD,mtn,rihA,rihB,rihC,udp,xapA,ybiA,	nucleobase-containing small molecule catabolic process
GO:0009164	7	7	deoD,mtn,rihA,rihB,rihC,udp,xapA,	nucleoside catabolic process
GO:0006152	8	5	deoD,rihA,rihB,rihC,xapA,	purine nucleoside catabolic process
GO:0042454	8	4	rihA,rihB,rihC,udp,	ribonucleoside catabolic process
GO:0046133	9	3	rihA,rihB,udp,	pyrimidine ribonucleoside catabolic process
GO:0006218	10	1	udp,	uridine catabolic process
GO:0015949	6	23	add,adk,apaH,cdd,cmk,dcd,deoC,deoD,dgt,gpp,guaC,nrdA,nrdB,nrdD,nrdE,nrdG,purA,pyrF,relA,rihA,spoT,tmk,xapA,	nucleobase-containing small molecule interconversion
GO:0019686	7	1	deoD,	purine nucleoside interconversion
GO:0009116	6	19	amn,apt,cobT,deoA,deoD,gpt,hpt,mtn,prs,purF,pyrE,rihA,rihB,rihC,udp,upp,xapA,yhgH,ymdB,	nucleoside metabolic process
GO:0006213	7	1	deoA,	pyrimidine nucleoside metabolic process
GO:0042278	7	6	deoD,rihA,rihB,rihC,xapA,ymdB,	purine nucleoside metabolic process
GO:0009163	7	1	cobT,	nucleoside biosynthetic process
GO:0006805	4	4	emrE,nemA,yieF,yjcS,	xenobiotic metabolic process
GO:0001887	4	3	selD,selU,sufS,	selenium compound metabolic process
GO:0070329	5	2	selD,selU,	tRNA seleno-modification
GO:0006091	4	146	aceE,aceF,ahpF,alsE,appB,appC,azoR,bisC,ccp,cra,cybB,cydA,cydB,cydX,cyoA,cyoB,cyoC,cyoD,dld,dmsA,dmsC,dsbD,eno,fbaA,fbaB,fdhF,fdnG,fdnH,fdnI,fdoG,fdoH,fdoI,fdx,fixA,fixB,fldA,fldB,frdA,frdB,frmA,fumA,fumB,gapA,glk,glpC,glpD,gnd,gor,gpmA,gpmM,grxA,grxB,grxC,grxD,hcr,hemG,hyaA,hyaB,hyaC,hycC,hydN,hyfB,icd,kefF,kefG,lpd,mdh,msrQ,napA,napC,narG,narH,narI,narV,narY,narZ,ndh,norV,nrdH,nrfA,nrfB,nrfC,nrfD,nuoE,nuoG,nuoK,nuoL,nuoM,nuoN,paaE,paoA,pfkA,pfkB,pgi,pgk,pgl,pntA,pntB,ppk,pykA,pykF,rclA,rpe,rpiA,rpiB,rsxA,rsxB,rsxC,rsxD,rsxE,rsxG,sdhA,sdhB,sdhC,sdhD,sgcE,sthA,sucA,talA,talB,tktA,tktB,torA,torC,torY,torZ,tpiA,xdhC,ycaK,ycbX,yceJ,ydbK,ydhU,ydhV,ydiQ,ydiR,yeaX,yfaE,ygcQ,ygcR,ynfE,ynfF,ynfH,yodB,ytjC,zwf,	generation of precursor metabolites and energy
GO:0006069	4	1	frmA,	ethanol oxidation
GO:0022900	4	107	ahpF,appB,appC,azoR,bisC,ccp,cybB,cydA,cydB,cyoA,cyoB,cyoC,cyoD,dld,dmsA,dmsC,dsbD,fdhF,fdnG,fdnH,fdnI,fdoG,fdoH,fdoI,fdx,fixA,fixB,fldA,fldB,frdA,frdB,glpC,glpD,gor,grxA,grxB,grxC,grxD,hcr,hemG,hyaA,hyaB,hyaC,hycC,hydN,hyfB,icd,kefF,kefG,lpd,msrQ,napA,napC,narG,narH,narI,narV,narY,narZ,ndh,norV,nrdH,nrfA,nrfB,nrfC,nrfD,nuoE,nuoG,nuoK,nuoL,nuoM,nuoN,paaE,paoA,rclA,rsxA,rsxB,rsxC,rsxD,rsxE,rsxG,sdhA,sdhB,sdhC,sdhD,sthA,torA,torC,torY,torZ,xdhC,ycaK,ycbX,yceJ,ydbK,ydhU,ydhV,ydiQ,ydiR,yeaX,yfaE,ygcQ,ygcR,ynfE,ynfF,ynfH,yodB,	electron transport chain
GO:0022904	5	42	appB,appC,ccp,cybB,cydA,cydB,cyoA,cyoB,cyoC,cyoD,dld,dmsC,fdnI,fdoH,fdoI,hyaC,hycC,hyfB,narI,narV,narY,narZ,ndh,nrfA,nrfB,nrfC,nrfD,nuoE,nuoG,nuoK,nuoL,nuoM,nuoN,sdhB,torA,torC,torY,torZ,yceJ,ydhU,ynfH,yodB,	respiratory electron transport chain
GO:0042773	6	8	cyoA,hycC,hyfB,nuoG,nuoK,nuoL,nuoM,nuoN,	ATP synthesis coupled electron transport
GO:0019645	6	15	ccp,dmsC,narI,narV,narY,narZ,nrfA,nrfB,nrfC,nrfD,torA,torC,torY,torZ,ynfH,	anaerobic electron transport chain
GO:0019646	6	9	appB,appC,cydA,cydB,cyoA,cyoB,cyoC,cyoD,ndh,	aerobic electron transport chain
GO:0006740	4	12	gnd,pgl,pntA,pntB,rpe,rpiA,rpiB,talA,talB,tktA,tktB,zwf,	NADPH regeneration
