# From GOs_lib_files/regulons_in_gos_v5.pl on Mon Jun 15 17:12:05 2020
# Input = GUs_Regulon10.6.3_groups_complex_regulons/Regulon10.6.3_network_complex_regulons.txt
# GOs_lib_files/gene_gos.txt
# GOs_lib_files/go_uniq_levels_extended.txt
Group name	GO ID	GO level	Genes in group	Genes in GO	Percentage	GO name
H-NS_McbR	GO:0006974	5	2	1	0.50	cellular response to DNA damage stimulus
H-NS_NhaR	GO:0050896	2	2	1	0.50	response to stimulus
H-NS_NhaR	GO:0006950	3	2	1	0.50	response to stress
H-NS_NhaR	GO:0006970	4	2	1	0.50	response to osmotic stress
H-NS_NhaR	GO:0009651	5	2	1	0.50	response to salt stress
H-NS_NhaR	GO:0043157	6	2	1	0.50	response to cation stress
HU	GO:0008152	2	2	1	0.50	metabolic process
HU	GO:0071704	3	2	1	0.50	organic substance metabolic process
HU	GO:0005975	4	2	1	0.50	carbohydrate metabolic process
HU	GO:0005996	5	2	1	0.50	monosaccharide metabolic process
HU	GO:0019318	6	2	1	0.50	hexose metabolic process
HU	GO:0006012	7	2	1	0.50	galactose metabolic process
HU	GO:0019388	8	2	1	0.50	galactose catabolic process
HU	GO:0006006	7	2	1	0.50	glucose metabolic process
HU	GO:0044238	3	2	1	0.50	primary metabolic process
HcaR	GO:0008152	2	6	5	0.83	metabolic process
HcaR	GO:0044237	3	6	5	0.83	cellular metabolic process
HcaR	GO:0044248	4	6	5	0.83	cellular catabolic process
HcaR	GO:0019439	5	6	5	0.83	aromatic compound catabolic process
HcaR	GO:0019380	6	6	5	0.83	3-phenylpropionate catabolic process
HcaR	GO:0017001	5	6	5	0.83	antibiotic catabolic process
HcaR	GO:0006725	4	6	5	0.83	cellular aromatic compound metabolic process
HcaR	GO:0055114	3	6	5	0.83	oxidation-reduction process
HcaR	GO:0009056	3	6	5	0.83	catabolic process
HipAB_HipB_IHF	GO:0008152	2	2	1	0.50	metabolic process
HipAB_HipB_IHF	GO:0044237	3	2	1	0.50	cellular metabolic process
HipAB_HipB_IHF	GO:0006793	4	2	1	0.50	phosphorus metabolic process
HipAB_HipB_IHF	GO:0006796	5	2	1	0.50	phosphate-containing compound metabolic process
HipAB_HipB_IHF	GO:0016310	6	2	1	0.50	phosphorylation
HipAB_HipB_IHF	GO:0006468	7	2	1	0.50	protein phosphorylation
HipAB_HipB_IHF	GO:0046777	8	2	1	0.50	protein autophosphorylation
HipAB_HipB_IHF	GO:0036289	9	2	1	0.50	peptidyl-serine autophosphorylation
HipAB_HipB_IHF	GO:0018105	8	2	1	0.50	peptidyl-serine phosphorylation
HypT_MetJ_PhoP	GO:0008152	2	2	2	1.00	metabolic process
HypT_MetJ_PhoP	GO:0044237	3	2	2	1.00	cellular metabolic process
HypT_MetJ_PhoP	GO:0006790	4	2	2	1.00	sulfur compound metabolic process
HypT_MetJ_PhoP	GO:0000096	5	2	2	1.00	sulfur amino acid metabolic process
HypT_MetJ_PhoP	GO:0006555	6	2	2	1.00	methionine metabolic process
HypT_MetJ_PhoP	GO:0009086	7	2	2	1.00	methionine biosynthetic process
HypT_MetJ_PhoP	GO:0050667	6	2	1	0.50	homocysteine metabolic process
HypT_MetJ_PhoP	GO:0019346	7	2	1	0.50	transsulfuration
HypT_MetJ_PhoP	GO:0006534	6	2	1	0.50	cysteine metabolic process
HypT_MetJ_PhoP	GO:0019344	7	2	1	0.50	cysteine biosynthetic process
HypT_MetJ_PhoP	GO:0019343	8	2	1	0.50	cysteine biosynthetic process via cystathionine
HypT_MetJ_PhoP	GO:0006793	4	2	1	0.50	phosphorus metabolic process
HypT_MetJ_PhoP	GO:0006796	5	2	1	0.50	phosphate-containing compound metabolic process
HypT_MetJ_PhoP	GO:0016310	6	2	1	0.50	phosphorylation
HypT_MetJ_PhoP	GO:0055114	3	2	1	0.50	oxidation-reduction process
HypT_MetJ_PhoP	GO:0044238	3	2	2	1.00	primary metabolic process
HypT_MetJ_PhoP	GO:0006520	4	2	2	1.00	cellular amino acid metabolic process
HypT_MetJ_PhoP	GO:1901605	5	2	1	0.50	alpha-amino acid metabolic process
HypT_MetJ_PhoP	GO:0008652	5	2	2	1.00	cellular amino acid biosynthetic process
IHF	GO:0008152	2	7	1	0.14	metabolic process
IHF	GO:0009058	3	7	1	0.14	biosynthetic process
IHF	GO:0044249	4	7	1	0.14	cellular biosynthetic process
IHF	GO:0044271	5	7	1	0.14	cellular nitrogen compound biosynthetic process
IHF	GO:0033014	6	7	1	0.14	tetrapyrrole biosynthetic process
IHF	GO:0006779	6	7	1	0.14	porphyrin-containing compound biosynthetic process
IHF	GO:0006782	7	7	1	0.14	protoporphyrinogen IX biosynthetic process
IHF	GO:0019353	8	7	1	0.14	protoporphyrinogen IX biosynthetic process from glutamate
IHF	GO:0006783	7	7	1	0.14	heme biosynthetic process
IHF	GO:0051188	5	7	1	0.14	cofactor biosynthetic process
IHF	GO:0044237	3	7	1	0.14	cellular metabolic process
IHF	GO:0055114	3	7	1	0.14	oxidation-reduction process
IHF	GO:0050896	2	7	1	0.14	response to stimulus
IHF	GO:0006950	3	7	1	0.14	response to stress
IHF	GO:0097501	4	7	1	0.14	stress response to metal ion
IHF	GO:1990169	5	7	1	0.14	stress response to copper ion
IHF	GO:0009408	4	7	1	0.14	response to heat
IHF	GO:0022610	2	7	2	0.29	biological adhesion
IHF	GO:0007155	3	7	2	0.29	cell adhesion
IHF_Lrp	GO:0008152	2	5	5	1.00	metabolic process
IHF_Lrp	GO:0044238	3	5	5	1.00	primary metabolic process
IHF_Lrp	GO:0006520	4	5	5	1.00	cellular amino acid metabolic process
IHF_Lrp	GO:0008652	5	5	5	1.00	cellular amino acid biosynthetic process
IHF_Lrp	GO:0009082	6	5	5	1.00	branched-chain amino acid biosynthetic process
IHF_Lrp	GO:0009097	7	5	4	0.80	isoleucine biosynthetic process
IHF_Lrp	GO:0009098	7	5	1	0.20	leucine biosynthetic process
IHF_Lrp	GO:0009099	7	5	4	0.80	valine biosynthetic process
IHF_Lrp	GO:0009081	5	5	5	1.00	branched-chain amino acid metabolic process
IHF_PspF	GO:0050896	2	5	4	0.80	response to stimulus
IHF_PspF	GO:0006950	3	5	4	0.80	response to stress
IHF_PspF	GO:0009271	4	5	4	0.80	phage shock
IHF_PspF	GO:0009408	4	5	1	0.20	response to heat
IHF_RtcR	GO:0050896	2	2	1	0.50	response to stimulus
IHF_RtcR	GO:0006950	3	2	1	0.50	response to stress
IHF_RtcR	GO:0033554	4	2	1	0.50	cellular response to stress
IHF_RtcR	GO:0006974	5	2	1	0.50	cellular response to DNA damage stimulus
IHF_RtcR	GO:0006281	6	2	1	0.50	DNA repair
IlvY	GO:0008152	2	2	2	1.00	metabolic process
IlvY	GO:0055114	3	2	1	0.50	oxidation-reduction process
IlvY	GO:0044238	3	2	2	1.00	primary metabolic process
IlvY	GO:0006520	4	2	2	1.00	cellular amino acid metabolic process
IlvY	GO:0008652	5	2	2	1.00	cellular amino acid biosynthetic process
IlvY	GO:0009082	6	2	2	1.00	branched-chain amino acid biosynthetic process
IlvY	GO:0009097	7	2	1	0.50	isoleucine biosynthetic process
IlvY	GO:0009099	7	2	1	0.50	valine biosynthetic process
IlvY	GO:0009081	5	2	2	1.00	branched-chain amino acid metabolic process
IscR	GO:0008152	2	7	4	0.57	metabolic process
IscR	GO:0009058	3	7	4	0.57	biosynthetic process
IscR	GO:0044249	4	7	4	0.57	cellular biosynthetic process
IscR	GO:0051188	5	7	4	0.57	cofactor biosynthetic process
IscR	GO:0016226	5	7	4	0.57	iron-sulfur cluster assembly
IscR	GO:0044571	6	7	1	0.14	[2Fe-2S] cluster assembly
IscR	GO:0044237	3	7	4	0.57	cellular metabolic process
IscR	GO:0006790	4	7	4	0.57	sulfur compound metabolic process
IscR	GO:0044238	3	7	2	0.29	primary metabolic process
IscR	GO:0019538	4	7	2	0.29	protein metabolic process
IscR	GO:0051604	5	7	2	0.29	protein maturation
IscR	GO:0097428	6	7	2	0.29	protein maturation by iron-sulfur cluster transfer
IscR	GO:0106035	7	7	1	0.14	protein maturation by [4Fe-4S] cluster transfer
LeuO	GO:0008152	2	5	5	1.00	metabolic process
LeuO	GO:0055114	3	5	1	0.20	oxidation-reduction process
LeuO	GO:0044238	3	5	5	1.00	primary metabolic process
LeuO	GO:0006520	4	5	5	1.00	cellular amino acid metabolic process
LeuO	GO:0008652	5	5	5	1.00	cellular amino acid biosynthetic process
LeuO	GO:0009082	6	5	5	1.00	branched-chain amino acid biosynthetic process
LeuO	GO:0009098	7	5	5	1.00	leucine biosynthetic process
LeuO	GO:0009081	5	5	5	1.00	branched-chain amino acid metabolic process
LeuO	GO:0050896	2	5	1	0.20	response to stimulus
LeuO	GO:0006950	3	5	1	0.20	response to stress
LeuO	GO:0033554	4	5	1	0.20	cellular response to stress
LeuO	GO:0009267	5	5	1	0.20	cellular response to starvation
LeuO	GO:0034198	6	5	1	0.20	cellular response to amino acid starvation
LeuO	GO:0042594	4	5	1	0.20	response to starvation
LexA	GO:0008152	2	37	6	0.16	metabolic process
LexA	GO:0044237	3	37	3	0.08	cellular metabolic process
LexA	GO:0006725	4	37	2	0.05	cellular aromatic compound metabolic process
LexA	GO:0009072	5	37	1	0.03	aromatic amino acid family metabolic process
LexA	GO:0006568	6	37	1	0.03	tryptophan metabolic process
LexA	GO:0000162	7	37	1	0.03	tryptophan biosynthetic process
LexA	GO:0009073	6	37	1	0.03	aromatic amino acid family biosynthetic process
LexA	GO:0006139	4	37	1	0.03	nucleobase-containing compound metabolic process
LexA	GO:0044238	3	37	5	0.14	primary metabolic process
LexA	GO:0006520	4	37	1	0.03	cellular amino acid metabolic process
LexA	GO:1901605	5	37	1	0.03	alpha-amino acid metabolic process
LexA	GO:0008652	5	37	1	0.03	cellular amino acid biosynthetic process
LexA	GO:0019538	4	37	3	0.08	protein metabolic process
LexA	GO:0006508	5	37	3	0.08	proteolysis
LexA	GO:0050896	2	37	31	0.84	response to stimulus
LexA	GO:0006950	3	37	31	0.84	response to stress
LexA	GO:0033554	4	37	29	0.78	cellular response to stress
LexA	GO:0006974	5	37	29	0.78	cellular response to DNA damage stimulus
LexA	GO:0009432	6	37	21	0.57	SOS response
LexA	GO:0006281	6	37	21	0.57	DNA repair
LexA	GO:0006289	7	37	2	0.05	nucleotide-excision repair
LexA	GO:0045004	7	37	1	0.03	DNA replication proofreading
LexA	GO:0006301	7	37	3	0.08	postreplication repair
LexA	GO:0019985	8	37	3	0.08	translesion synthesis
LexA	GO:0042276	9	37	1	0.03	error-prone translesion synthesis
LexA	GO:0006298	7	37	1	0.03	mismatch repair
LexA	GO:0000725	7	37	5	0.14	recombinational repair
LexA	GO:0000724	8	37	2	0.05	double-strand break repair via homologous recombination
LexA	GO:0006302	7	37	2	0.05	double-strand break repair
LexA	GO:0009408	4	37	1	0.03	response to heat
LexA	GO:0006970	4	37	1	0.03	response to osmotic stress
LexA	GO:0009651	5	37	1	0.03	response to salt stress
LexA_MraZ_PdhR	GO:0008152	2	11	7	0.64	metabolic process
LexA_MraZ_PdhR	GO:0071704	3	11	2	0.18	organic substance metabolic process
LexA_MraZ_PdhR	GO:0005975	4	11	1	0.09	carbohydrate metabolic process
LexA_MraZ_PdhR	GO:0006629	4	11	2	0.18	lipid metabolic process
LexA_MraZ_PdhR	GO:0044255	4	11	2	0.18	cellular lipid metabolic process
LexA_MraZ_PdhR	GO:0030258	5	11	1	0.09	lipid modification
LexA_MraZ_PdhR	GO:0030259	6	11	1	0.09	lipid glycosylation
LexA_MraZ_PdhR	GO:0006644	5	11	1	0.09	phospholipid metabolic process
LexA_MraZ_PdhR	GO:0008654	5	11	1	0.09	phospholipid biosynthetic process
LexA_MraZ_PdhR	GO:0009245	6	11	1	0.09	lipid A biosynthetic process
LexA_MraZ_PdhR	GO:0046493	6	11	1	0.09	lipid A metabolic process
LexA_MraZ_PdhR	GO:0008610	5	11	1	0.09	lipid biosynthetic process
LexA_MraZ_PdhR	GO:0009058	3	11	5	0.45	biosynthetic process
LexA_MraZ_PdhR	GO:0044249	4	11	1	0.09	cellular biosynthetic process
LexA_MraZ_PdhR	GO:0044237	3	11	2	0.18	cellular metabolic process
LexA_MraZ_PdhR	GO:0006793	4	11	1	0.09	phosphorus metabolic process
LexA_MraZ_PdhR	GO:0006796	5	11	1	0.09	phosphate-containing compound metabolic process
LexA_MraZ_PdhR	GO:0044238	3	11	3	0.27	primary metabolic process
LexA_MraZ_PdhR	GO:0019538	4	11	1	0.09	protein metabolic process
LexA_MraZ_PdhR	GO:0006508	5	11	1	0.09	proteolysis
Lrp	GO:0008152	2	15	5	0.33	metabolic process
Lrp	GO:0071704	3	15	1	0.07	organic substance metabolic process
Lrp	GO:0005975	4	15	1	0.07	carbohydrate metabolic process
Lrp	GO:0005996	5	15	1	0.07	monosaccharide metabolic process
Lrp	GO:0019318	6	15	1	0.07	hexose metabolic process
Lrp	GO:0006006	7	15	1	0.07	glucose metabolic process
Lrp	GO:0006094	8	15	1	0.07	gluconeogenesis
Lrp	GO:0009058	3	15	3	0.20	biosynthetic process
Lrp	GO:0055114	3	15	1	0.07	oxidation-reduction process
Lrp	GO:0044238	3	15	2	0.13	primary metabolic process
Lrp	GO:0006520	4	15	1	0.07	cellular amino acid metabolic process
Lrp	GO:1901605	5	15	1	0.07	alpha-amino acid metabolic process
Lrp	GO:0008652	5	15	1	0.07	cellular amino acid biosynthetic process
Lrp	GO:0009082	6	15	1	0.07	branched-chain amino acid biosynthetic process
Lrp	GO:0009099	7	15	1	0.07	valine biosynthetic process
Lrp	GO:0009081	5	15	1	0.07	branched-chain amino acid metabolic process
Lrp	GO:0050896	2	15	1	0.07	response to stimulus
Lrp	GO:0006950	3	15	1	0.07	response to stress
Lrp	GO:0033554	4	15	1	0.07	cellular response to stress
Lrp	GO:0006974	5	15	1	0.07	cellular response to DNA damage stimulus
MarA	GO:0050896	2	5	1	0.20	response to stimulus
MarA	GO:0006950	3	5	1	0.20	response to stress
MarA	GO:0033554	4	5	1	0.20	cellular response to stress
MarA	GO:0006974	5	5	1	0.20	cellular response to DNA damage stimulus
MarA_OxyR_Rob_SoxS	GO:0008152	2	4	1	0.25	metabolic process
MarA_OxyR_Rob_SoxS	GO:0055114	3	4	1	0.25	oxidation-reduction process
MarA_OxyR_Rob_SoxS	GO:0050896	2	4	1	0.25	response to stimulus
MarA_OxyR_Rob_SoxS	GO:0006950	3	4	1	0.25	response to stress
MarA_OxyR_Rob_SoxS	GO:0033554	4	4	1	0.25	cellular response to stress
MarA_OxyR_Rob_SoxS	GO:0006974	5	4	1	0.25	cellular response to DNA damage stimulus
MarA_OxyR_Rob_SoxS	GO:0009432	6	4	1	0.25	SOS response
MarA_Rob_SoxS	GO:0008152	2	4	1	0.25	metabolic process
MarA_Rob_SoxS	GO:0055114	3	4	1	0.25	oxidation-reduction process
MarA_Rob_SoxS	GO:0050896	2	4	2	0.50	response to stimulus
MarA_Rob_SoxS	GO:0006950	3	4	2	0.50	response to stress
MarA_Rob_SoxS	GO:0033554	4	4	2	0.50	cellular response to stress
MarA_Rob_SoxS	GO:0036460	5	4	1	0.25	cellular response to cell envelope stress
MarA_Rob_SoxS	GO:0006974	5	4	1	0.25	cellular response to DNA damage stimulus
MarA_Rob_SoxS	GO:0006281	6	4	1	0.25	DNA repair
MarA_Rob_SoxS	GO:0000726	7	4	1	0.25	non-recombinational repair
MarA_Rob_SoxS	GO:0006284	7	4	1	0.25	base-excision repair
MarA_SoxS	GO:0008152	2	7	4	0.57	metabolic process
MarA_SoxS	GO:0071704	3	7	2	0.29	organic substance metabolic process
MarA_SoxS	GO:1901135	4	7	2	0.29	carbohydrate derivative metabolic process
MarA_SoxS	GO:1901137	5	7	2	0.29	carbohydrate derivative biosynthetic process
MarA_SoxS	GO:0009103	6	7	2	0.29	lipopolysaccharide biosynthetic process
MarA_SoxS	GO:0005975	4	7	1	0.14	carbohydrate metabolic process
MarA_SoxS	GO:0044262	4	7	1	0.14	cellular carbohydrate metabolic process
MarA_SoxS	GO:0046835	5	7	1	0.14	carbohydrate phosphorylation
MarA_SoxS	GO:0006629	4	7	2	0.29	lipid metabolic process
MarA_SoxS	GO:0044255	4	7	2	0.29	cellular lipid metabolic process
MarA_SoxS	GO:0008653	5	7	2	0.29	lipopolysaccharide metabolic process
MarA_SoxS	GO:0008610	5	7	2	0.29	lipid biosynthetic process
MarA_SoxS	GO:0009058	3	7	1	0.14	biosynthetic process
MarA_SoxS	GO:0044249	4	7	1	0.14	cellular biosynthetic process
MarA_SoxS	GO:0051188	5	7	1	0.14	cofactor biosynthetic process
MarA_SoxS	GO:0016226	5	7	1	0.14	iron-sulfur cluster assembly
MarA_SoxS	GO:0044237	3	7	4	0.57	cellular metabolic process
MarA_SoxS	GO:0006790	4	7	2	0.29	sulfur compound metabolic process
MarA_SoxS	GO:0000096	5	7	1	0.14	sulfur amino acid metabolic process
MarA_SoxS	GO:0006534	6	7	1	0.14	cysteine metabolic process
MarA_SoxS	GO:0009093	7	7	1	0.14	cysteine catabolic process
MarA_SoxS	GO:0006793	4	7	1	0.14	phosphorus metabolic process
MarA_SoxS	GO:0006796	5	7	1	0.14	phosphate-containing compound metabolic process
MarA_SoxS	GO:0016310	6	7	1	0.14	phosphorylation
MarA_SoxS	GO:0055114	3	7	1	0.14	oxidation-reduction process
MarA_SoxS	GO:0044238	3	7	3	0.43	primary metabolic process
MarA_SoxS	GO:0006520	4	7	1	0.14	cellular amino acid metabolic process
MetJ	GO:0008152	2	4	4	1.00	metabolic process
MetJ	GO:0009058	3	4	2	0.50	biosynthetic process
MetJ	GO:0044249	4	4	2	0.50	cellular biosynthetic process
MetJ	GO:0051188	5	4	2	0.50	cofactor biosynthetic process
MetJ	GO:0009108	6	4	2	0.50	coenzyme biosynthetic process
MetJ	GO:0006729	7	4	1	0.25	tetrahydrobiopterin biosynthetic process
MetJ	GO:0009396	7	4	2	0.50	folic acid-containing compound biosynthetic process
MetJ	GO:0046654	8	4	2	0.50	tetrahydrofolate biosynthetic process
MetJ	GO:0035998	6	4	1	0.25	7,8-dihydroneopterin 3'-triphosphate biosynthetic process
MetJ	GO:0044237	3	4	4	1.00	cellular metabolic process
MetJ	GO:0006730	4	4	2	0.50	one-carbon metabolic process
MetJ	GO:0035999	5	4	1	0.25	tetrahydrofolate interconversion
MetJ	GO:0006790	4	4	3	0.75	sulfur compound metabolic process
MetJ	GO:0000096	5	4	3	0.75	sulfur amino acid metabolic process
MetJ	GO:0006555	6	4	3	0.75	methionine metabolic process
MetJ	GO:0009086	7	4	3	0.75	methionine biosynthetic process
MetJ	GO:0006793	4	4	1	0.25	phosphorus metabolic process
MetJ	GO:0006796	5	4	1	0.25	phosphate-containing compound metabolic process
MetJ	GO:0006725	4	4	2	0.50	cellular aromatic compound metabolic process
MetJ	GO:0042558	5	4	2	0.50	pteridine-containing compound metabolic process
MetJ	GO:0006760	6	4	2	0.50	folic acid-containing compound metabolic process
MetJ	GO:0046653	7	4	2	0.50	tetrahydrofolate metabolic process
MetJ	GO:0055114	3	4	1	0.25	oxidation-reduction process
MetJ	GO:0044238	3	4	3	0.75	primary metabolic process
MetJ	GO:0006520	4	4	3	0.75	cellular amino acid metabolic process
MetJ	GO:0008652	5	4	3	0.75	cellular amino acid biosynthetic process
MetJ_MetR_OxyR	GO:0008152	2	2	2	1.00	metabolic process
MetJ_MetR_OxyR	GO:0032259	3	2	1	0.50	methylation
MetJ_MetR_OxyR	GO:0044237	3	2	2	1.00	cellular metabolic process
MetJ_MetR_OxyR	GO:0006730	4	2	1	0.50	one-carbon metabolic process
MetJ_MetR_OxyR	GO:0035999	5	2	1	0.50	tetrahydrofolate interconversion
MetJ_MetR_OxyR	GO:0006790	4	2	2	1.00	sulfur compound metabolic process
MetJ_MetR_OxyR	GO:0000096	5	2	2	1.00	sulfur amino acid metabolic process
MetJ_MetR_OxyR	GO:0006555	6	2	2	1.00	methionine metabolic process
MetJ_MetR_OxyR	GO:0009086	7	2	2	1.00	methionine biosynthetic process
MetJ_MetR_OxyR	GO:0050667	6	2	1	0.50	homocysteine metabolic process
MetJ_MetR_OxyR	GO:0006725	4	2	1	0.50	cellular aromatic compound metabolic process
MetJ_MetR_OxyR	GO:0042558	5	2	1	0.50	pteridine-containing compound metabolic process
MetJ_MetR_OxyR	GO:0006760	6	2	1	0.50	folic acid-containing compound metabolic process
MetJ_MetR_OxyR	GO:0046653	7	2	1	0.50	tetrahydrofolate metabolic process
MetJ_MetR_OxyR	GO:0044238	3	2	2	1.00	primary metabolic process
MetJ_MetR_OxyR	GO:0006520	4	2	2	1.00	cellular amino acid metabolic process
MetJ_MetR_OxyR	GO:1901605	5	2	1	0.50	alpha-amino acid metabolic process
MetJ_MetR_OxyR	GO:0008652	5	2	2	1.00	cellular amino acid biosynthetic process
MetJ_OxyR	GO:0008152	2	2	2	1.00	metabolic process
MetJ_OxyR	GO:0009058	3	2	1	0.50	biosynthetic process
MetJ_OxyR	GO:0044249	4	2	1	0.50	cellular biosynthetic process
MetJ_OxyR	GO:0051188	5	2	1	0.50	cofactor biosynthetic process
MetJ_OxyR	GO:0019290	5	2	1	0.50	siderophore biosynthetic process
MetJ_OxyR	GO:0044550	4	2	1	0.50	secondary metabolite biosynthetic process
MetJ_OxyR	GO:0044237	3	2	2	1.00	cellular metabolic process
MetJ_OxyR	GO:0044248	4	2	1	0.50	cellular catabolic process
MetJ_OxyR	GO:0017001	5	2	1	0.50	antibiotic catabolic process
MetJ_OxyR	GO:0042744	6	2	1	0.50	hydrogen peroxide catabolic process
MetJ_OxyR	GO:0006091	4	2	1	0.50	generation of precursor metabolites and energy
MetJ_OxyR	GO:0022900	4	2	1	0.50	electron transport chain
MetJ_OxyR	GO:0055114	3	2	2	1.00	oxidation-reduction process
MetJ_OxyR	GO:0009056	3	2	1	0.50	catabolic process
MetJ_OxyR	GO:0050896	2	2	2	1.00	response to stimulus
MetJ_OxyR	GO:0006950	3	2	2	1.00	response to stress
MetJ_OxyR	GO:0033554	4	2	1	0.50	cellular response to stress
MetJ_OxyR	GO:0009267	5	2	1	0.50	cellular response to starvation
MetJ_OxyR	GO:0009970	6	2	1	0.50	cellular response to sulfate starvation
MetJ_OxyR	GO:0042594	4	2	1	0.50	response to starvation
MetJ_OxyR	GO:0006979	4	2	2	1.00	response to oxidative stress
MetJ_OxyR	GO:0000302	5	2	1	0.50	response to reactive oxygen species
MetJ_OxyR	GO:0033194	5	2	1	0.50	response to hydroperoxide
MetJ_OxyR	GO:0033195	6	2	1	0.50	response to alkyl hydroperoxide
MngR	GO:0008152	2	3	2	0.67	metabolic process
MngR	GO:0071704	3	3	1	0.33	organic substance metabolic process
MngR	GO:0005975	4	3	1	0.33	carbohydrate metabolic process
MngR	GO:0009311	5	3	1	0.33	oligosaccharide metabolic process
MngR	GO:0009313	6	3	1	0.33	oligosaccharide catabolic process
MngR	GO:0016052	5	3	1	0.33	carbohydrate catabolic process
MngR	GO:0005996	5	3	1	0.33	monosaccharide metabolic process
MngR	GO:0019318	6	3	1	0.33	hexose metabolic process
MngR	GO:0006013	7	3	1	0.33	mannose metabolic process
MngR	GO:0044237	3	3	1	0.33	cellular metabolic process
MngR	GO:0006793	4	3	1	0.33	phosphorus metabolic process
MngR	GO:0006796	5	3	1	0.33	phosphate-containing compound metabolic process
MngR	GO:0016310	6	3	1	0.33	phosphorylation
MngR	GO:0044238	3	3	1	0.33	primary metabolic process
MngR	GO:0050896	2	3	1	0.33	response to stimulus
MngR	GO:0006950	3	3	1	0.33	response to stress
MngR	GO:0009408	4	3	1	0.33	response to heat
MraZ_PdhR	GO:0008152	2	2	1	0.50	metabolic process
MraZ_PdhR	GO:0032259	3	2	1	0.50	methylation
Nac	GO:0008152	2	5	1	0.20	metabolic process
Nac	GO:0055114	3	5	1	0.20	oxidation-reduction process
Nac_PurR	GO:0008152	2	2	1	0.50	metabolic process
Nac_PurR	GO:0044237	3	2	1	0.50	cellular metabolic process
Nac_PurR	GO:0044248	4	2	1	0.50	cellular catabolic process
Nac_PurR	GO:0019439	5	2	1	0.50	aromatic compound catabolic process
Nac_PurR	GO:0006209	6	2	1	0.50	cytosine catabolic process
Nac_PurR	GO:0006725	4	2	1	0.50	cellular aromatic compound metabolic process
Nac_PurR	GO:0009056	3	2	1	0.50	catabolic process
NadR	GO:0008152	2	3	2	0.67	metabolic process
NadR	GO:0009058	3	3	2	0.67	biosynthetic process
NadR	GO:0044249	4	3	2	0.67	cellular biosynthetic process
NadR	GO:0051188	5	3	2	0.67	cofactor biosynthetic process
NadR	GO:0009108	6	3	2	0.67	coenzyme biosynthetic process
NadR	GO:0019363	7	3	2	0.67	pyridine nucleotide biosynthetic process
NadR	GO:0044237	3	3	2	0.67	cellular metabolic process
NadR	GO:0006793	4	3	2	0.67	phosphorus metabolic process
NadR	GO:0006796	5	3	2	0.67	phosphate-containing compound metabolic process
NadR	GO:0006753	6	3	2	0.67	nucleoside phosphate metabolic process
NadR	GO:0009117	7	3	2	0.67	nucleotide metabolic process
NadR	GO:0009165	8	3	2	0.67	nucleotide biosynthetic process
NadR	GO:0006725	4	3	2	0.67	cellular aromatic compound metabolic process
NadR	GO:0006139	4	3	2	0.67	nucleobase-containing compound metabolic process
NadR	GO:0055086	5	3	2	0.67	nucleobase-containing small molecule metabolic process
NadR	GO:0055114	3	3	1	0.33	oxidation-reduction process
NadR	GO:0044238	3	3	2	0.67	primary metabolic process
NagC	GO:0008152	2	4	3	0.75	metabolic process
NagC	GO:0071704	3	4	2	0.50	organic substance metabolic process
NagC	GO:1901135	4	4	2	0.50	carbohydrate derivative metabolic process
NagC	GO:0006002	5	4	1	0.25	fructose 6-phosphate metabolic process
NagC	GO:0006040	5	4	2	0.50	amino sugar metabolic process
NagC	GO:0006047	5	4	2	0.50	UDP-N-acetylglucosamine metabolic process
NagC	GO:0006048	6	4	2	0.50	UDP-N-acetylglucosamine biosynthetic process
NagC	GO:1901137	5	4	2	0.50	carbohydrate derivative biosynthetic process
NagC	GO:0009226	6	4	2	0.50	nucleotide-sugar biosynthetic process
NagC	GO:0009103	6	4	1	0.25	lipopolysaccharide biosynthetic process
NagC	GO:0009225	5	4	2	0.50	nucleotide-sugar metabolic process
NagC	GO:0005975	4	4	1	0.25	carbohydrate metabolic process
NagC	GO:0006629	4	4	1	0.25	lipid metabolic process
NagC	GO:0044255	4	4	1	0.25	cellular lipid metabolic process
NagC	GO:0008653	5	4	1	0.25	lipopolysaccharide metabolic process
NagC	GO:0006644	5	4	1	0.25	phospholipid metabolic process
NagC	GO:0008654	5	4	1	0.25	phospholipid biosynthetic process
NagC	GO:0009245	6	4	1	0.25	lipid A biosynthetic process
NagC	GO:0046493	6	4	1	0.25	lipid A metabolic process
NagC	GO:0008610	5	4	1	0.25	lipid biosynthetic process
NagC	GO:0009058	3	4	1	0.25	biosynthetic process
NagC	GO:0044249	4	4	1	0.25	cellular biosynthetic process
NagC	GO:0044237	3	4	3	0.75	cellular metabolic process
NagC	GO:0006793	4	4	3	0.75	phosphorus metabolic process
NagC	GO:0006796	5	4	3	0.75	phosphate-containing compound metabolic process
NagC	GO:0016310	6	4	1	0.25	phosphorylation
NagC	GO:0006468	7	4	1	0.25	protein phosphorylation
NagC	GO:0018106	8	4	1	0.25	peptidyl-histidine phosphorylation
NagC	GO:0023014	8	4	1	0.25	signal transduction by protein phosphorylation
NagC	GO:0006725	4	4	2	0.50	cellular aromatic compound metabolic process
NagC	GO:0006139	4	4	2	0.50	nucleobase-containing compound metabolic process
NagC	GO:0055086	5	4	2	0.50	nucleobase-containing small molecule metabolic process
NagC	GO:0044238	3	4	2	0.50	primary metabolic process
NanR	GO:0008152	2	2	1	0.50	metabolic process
