go_id	branch	name	genes	childrend	parent	color
GO:0030339	NA	NA	NA	NA	NA	gray
GO:0102258	NA	NA	NA	NA	NA	gray
GO:0047372	NA	NA	NA	NA	NA	gray
GO:0102390	NA	NA	NA	NA	NA	gray
GO:0050253	NA	NA	NA	NA	NA	gray
GO:0052884	NA	NA	NA	NA	NA	gray
GO:0102543	NA	NA	NA	NA	NA	gray
GO:0052772	NA	NA	NA	NA	NA	gray
GO:0047714	NA	NA	NA	NA	NA	gray
GO:0047815	NA	NA	NA	NA	NA	gray
GO:0102530	NA	NA	NA	NA	NA	gray
GO:0035560	NA	NA	NA	NA	NA	gray
GO:0046573	NA	NA	NA	NA	NA	gray
GO:0102567	NA	NA	NA	NA	NA	gray
GO:0050318	NA	NA	NA	NA	NA	gray
GO:0047593	NA	NA	NA	NA	NA	gray
GO:0102549	NA	NA	NA	NA	NA	gray
GO:0102293	NA	NA	NA	NA	NA	gray
GO:0050525	NA	NA	NA	NA	NA	gray
GO:0047377	NA	NA	NA	NA	NA	gray
GO:0018734	NA	NA	NA	NA	NA	gray
GO:0033878	NA	NA	NA	NA	NA	gray
GO:0030600	NA	NA	NA	NA	NA	gray
GO:0047610	NA	NA	NA	NA	NA	gray
GO:0047376	NA	NA	NA	NA	NA	gray
GO:0050527	NA	NA	NA	NA	NA	gray
GO:0050055	NA	NA	NA	NA	NA	gray
GO:0050185	NA	NA	NA	NA	NA	gray
GO:0033879	NA	NA	NA	NA	NA	gray
GO:0047709	NA	NA	NA	NA	NA	gray
GO:0018731	NA	NA	NA	NA	NA	gray
GO:0052790	NA	NA	NA	NA	NA	gray
GO:0050528	NA	NA	NA	NA	NA	gray
GO:0051723	NA	NA	NA	NA	NA	gray
GO:0047375	NA	NA	NA	NA	NA	gray
GO:0050181	NA	NA	NA	NA	NA	gray
GO:0080032	NA	NA	NA	NA	NA	gray
GO:0050021	NA	NA	NA	NA	NA	gray
GO:0102542	NA	NA	NA	NA	NA	gray
GO:1902775	NA	NA	NA	NA	NA	gray
GO:0010286	NA	NA	NA	NA	NA	gray
GO:0036168	NA	NA	NA	NA	NA	gray
GO:0050826	NA	NA	NA	NA	NA	gray
GO:0010048	NA	NA	NA	NA	NA	gray
GO:0009631	NA	NA	NA	NA	NA	gray
GO:0071110	NA	NA	NA	NA	NA	gray
GO:0018054	NA	NA	NA	NA	NA	gray
GO:0010244	NA	NA	NA	NA	NA	gray
GO:0055121	NA	NA	NA	NA	NA	gray
GO:0009906	NA	NA	NA	NA	NA	gray
GO:0009638	NA	NA	NA	NA	NA	gray
GO:0001103	NA	NA	NA	NA	NA	gray
GO:0098718	NA	NA	NA	NA	NA	gray
GO:0030974	NA	NA	NA	NA	NA	gray
GO:1903692	NA	NA	NA	NA	NA	gray
GO:0110101	NA	NA	NA	NA	NA	gray
GO:1903805	NA	NA	NA	NA	NA	gray
GO:1902796	NA	NA	NA	NA	NA	gray
GO:0010793	NA	NA	NA	NA	NA	gray
GO:0050684	NA	NA	NA	NA	NA	gray
GO:2000232	NA	NA	NA	NA	NA	gray
GO:0032922	NA	NA	NA	NA	NA	gray
GO:0036206	NA	NA	NA	NA	NA	gray
GO:0040029	NA	NA	NA	NA	NA	gray
GO:1900095	NA	NA	NA	NA	NA	gray
GO:0002331	NA	NA	NA	NA	NA	gray
GO:0060968	NA	NA	NA	NA	NA	gray
GO:1903317	NA	NA	NA	NA	NA	gray
GO:2000235	NA	NA	NA	NA	NA	gray
GO:0007468	NA	NA	NA	NA	NA	gray
GO:1900187	NA	NA	NA	NA	NA	gray
GO:1900228	NA	NA	NA	NA	NA	gray
GO:0098717	NA	NA	NA	NA	NA	gray
GO:0031312	NA	NA	NA	NA	NA	gray
GO:0031244	NA	NA	NA	NA	NA	gray
GO:0035448	NA	NA	NA	NA	NA	gray
GO:0022803	NA	NA	NA	NA	NA	gray
GO:0033569	NA	NA	NA	NA	NA	gray
GO:0080161	NA	NA	NA	NA	NA	gray
GO:0015548	NA	NA	NA	NA	NA	gray
GO:0071917	NA	NA	NA	NA	NA	gray
GO:0042971	NA	NA	NA	NA	NA	gray
GO:0015604	NA	NA	NA	NA	NA	gray
GO:0015152	NA	NA	NA	NA	NA	gray
GO:0010290	NA	NA	NA	NA	NA	gray
GO:0015621	NA	NA	NA	NA	NA	gray
GO:1901513	NA	NA	NA	NA	NA	gray
GO:1901375	NA	NA	NA	NA	NA	gray
GO:1901515	NA	NA	NA	NA	NA	gray
GO:0017077	NA	NA	NA	NA	NA	gray
GO:0102025	NA	NA	NA	NA	NA	gray
GO:0005395	NA	NA	NA	NA	NA	gray
GO:0102023	NA	NA	NA	NA	NA	gray
GO:0102908	NA	NA	NA	NA	NA	gray
GO:0103116	NA	NA	NA	NA	NA	gray
GO:0015418	NA	NA	NA	NA	NA	gray
GO:0015441	NA	NA	NA	NA	NA	gray
GO:0015619	NA	NA	NA	NA	NA	gray
GO:0015439	NA	NA	NA	NA	NA	gray
GO:0102026	NA	NA	NA	NA	NA	gray
GO:0033283	NA	NA	NA	NA	NA	gray
GO:0015438	NA	NA	NA	NA	NA	gray
GO:0015623	NA	NA	NA	NA	NA	gray
GO:1905948	NA	NA	NA	NA	NA	gray
GO:0033225	NA	NA	NA	NA	NA	gray
GO:0015436	NA	NA	NA	NA	NA	gray
GO:0048502	NA	NA	NA	NA	NA	gray
GO:0033220	NA	NA	NA	NA	NA	gray
GO:0070812	NA	NA	NA	NA	NA	gray
GO:1901514	NA	NA	NA	NA	NA	gray
GO:0008558	NA	NA	NA	NA	NA	gray
GO:0103113	NA	NA	NA	NA	NA	gray
GO:0071997	NA	NA	NA	NA	NA	gray
GO:0102016	NA	NA	NA	NA	NA	gray
GO:0072541	NA	NA	NA	NA	NA	gray
GO:0019251	NA	NA	NA	NA	NA	gray
GO:0019476	NA	NA	NA	NA	NA	gray
GO:0019477	NA	NA	NA	NA	NA	gray
GO:1904916	NA	NA	NA	NA	NA	gray
GO:0097639	NA	NA	NA	NA	NA	gray
GO:0089707	NA	NA	NA	NA	NA	gray
GO:0090517	NA	NA	NA	NA	NA	gray
GO:0102393	NA	NA	NA	NA	NA	gray
GO:0004085	NA	NA	NA	NA	NA	gray
GO:0102961	NA	NA	NA	NA	NA	gray
GO:0102223	NA	NA	NA	NA	NA	gray
GO:0102035	NA	NA	NA	NA	NA	gray
GO:0102962	NA	NA	NA	NA	NA	gray
GO:0102225	NA	NA	NA	NA	NA	gray
GO:0034581	NA	NA	NA	NA	NA	gray
GO:0018818	NA	NA	NA	NA	NA	gray
GO:0047780	NA	NA	NA	NA	NA	gray
GO:0050015	NA	NA	NA	NA	NA	gray
GO:0102645	NA	NA	NA	NA	NA	gray
GO:0034890	NA	NA	NA	NA	NA	gray
GO:0102343	NA	NA	NA	NA	NA	gray
GO:0120092	NA	NA	NA	NA	NA	gray
GO:0050548	NA	NA	NA	NA	NA	gray
GO:0052633	NA	NA	NA	NA	NA	gray
GO:0017051	NA	NA	NA	NA	NA	gray
GO:0047929	NA	NA	NA	NA	NA	gray
GO:0004409	NA	NA	NA	NA	NA	gray
GO:0050114	NA	NA	NA	NA	NA	gray
GO:0047587	NA	NA	NA	NA	NA	gray
GO:0102161	NA	NA	NA	NA	NA	gray
GO:0047820	NA	NA	NA	NA	NA	gray
GO:0034829	NA	NA	NA	NA	NA	gray
GO:0052684	NA	NA	NA	NA	NA	gray
GO:0033991	NA	NA	NA	NA	NA	gray
GO:0102344	NA	NA	NA	NA	NA	gray
GO:0050315	NA	NA	NA	NA	NA	gray
GO:0034904	NA	NA	NA	NA	NA	gray
GO:0102896	NA	NA	NA	NA	NA	gray
GO:0033989	NA	NA	NA	NA	NA	gray
GO:0018808	NA	NA	NA	NA	NA	gray
GO:0018823	NA	NA	NA	NA	NA	gray
GO:0050474	NA	NA	NA	NA	NA	gray
GO:0050377	NA	NA	NA	NA	NA	gray
GO:0050549	NA	NA	NA	NA	NA	gray
GO:0050346	NA	NA	NA	NA	NA	gray
GO:0047510	NA	NA	NA	NA	NA	gray
GO:0033992	NA	NA	NA	NA	NA	gray
GO:0102643	NA	NA	NA	NA	NA	gray
GO:0050075	NA	NA	NA	NA	NA	gray
GO:0034917	NA	NA	NA	NA	NA	gray
GO:0047987	NA	NA	NA	NA	NA	gray
GO:0047558	NA	NA	NA	NA	NA	gray
GO:0018809	NA	NA	NA	NA	NA	gray
GO:0030196	NA	NA	NA	NA	NA	gray
GO:0018820	NA	NA	NA	NA	NA	gray
GO:0004122	NA	NA	NA	NA	NA	gray
GO:0016508	NA	NA	NA	NA	NA	gray
GO:0050215	NA	NA	NA	NA	NA	gray
GO:0047675	NA	NA	NA	NA	NA	gray
GO:0043956	NA	NA	NA	NA	NA	gray
GO:0102073	NA	NA	NA	NA	NA	gray
GO:0034856	NA	NA	NA	NA	NA	gray
GO:0034846	NA	NA	NA	NA	NA	gray
GO:0018816	NA	NA	NA	NA	NA	gray
GO:0043748	NA	NA	NA	NA	NA	gray
GO:0102477	NA	NA	NA	NA	NA	gray
GO:0047453	NA	NA	NA	NA	NA	gray
GO:0047449	NA	NA	NA	NA	NA	gray
GO:0008659	NA	NA	NA	NA	NA	gray
GO:0003859	NA	NA	NA	NA	NA	gray
GO:0008730	NA	NA	NA	NA	NA	gray
GO:0047769	NA	NA	NA	NA	NA	gray
GO:0050020	NA	NA	NA	NA	NA	gray
GO:0046565	NA	NA	NA	NA	NA	gray
GO:0018807	NA	NA	NA	NA	NA	gray
GO:0102074	NA	NA	NA	NA	NA	gray
GO:0043960	NA	NA	NA	NA	NA	gray
GO:0051909	NA	NA	NA	NA	NA	gray
GO:0102475	NA	NA	NA	NA	NA	gray
GO:0102646	NA	NA	NA	NA	NA	gray
GO:0033990	NA	NA	NA	NA	NA	gray
GO:0033987	NA	NA	NA	NA	NA	gray
GO:0050023	NA	NA	NA	NA	NA	gray
GO:0102471	NA	NA	NA	NA	NA	gray
GO:0043881	NA	NA	NA	NA	NA	gray
GO:0050079	NA	NA	NA	NA	NA	gray
GO:0102434	NA	NA	NA	NA	NA	gray
GO:0004490	NA	NA	NA	NA	NA	gray
GO:0018817	NA	NA	NA	NA	NA	gray
GO:0018810	NA	NA	NA	NA	NA	gray
GO:0033988	NA	NA	NA	NA	NA	gray
GO:0102895	NA	NA	NA	NA	NA	gray
GO:0043717	NA	NA	NA	NA	NA	gray
GO:1990422	NA	NA	NA	NA	NA	gray
GO:0080023	NA	NA	NA	NA	NA	gray
GO:0016153	NA	NA	NA	NA	NA	gray
GO:0018812	NA	NA	NA	NA	NA	gray
GO:0047508	NA	NA	NA	NA	NA	gray
GO:1990594	NA	NA	NA	NA	NA	gray
GO:0047454	NA	NA	NA	NA	NA	gray
GO:0050011	NA	NA	NA	NA	NA	gray
GO:0102345	NA	NA	NA	NA	NA	gray
GO:0098605	NA	NA	NA	NA	NA	gray
GO:0018822	NA	NA	NA	NA	NA	gray
GO:0047818	NA	NA	NA	NA	NA	gray
GO:0047584	NA	NA	NA	NA	NA	gray
GO:0102644	NA	NA	NA	NA	NA	gray
GO:0043724	NA	NA	NA	NA	NA	gray
GO:0008124	NA	NA	NA	NA	NA	gray
GO:0034867	NA	NA	NA	NA	NA	gray
GO:0018811	NA	NA	NA	NA	NA	gray
GO:0102075	NA	NA	NA	NA	NA	gray
GO:0034839	NA	NA	NA	NA	NA	gray
GO:0030411	NA	NA	NA	NA	NA	gray
GO:0047868	NA	NA	NA	NA	NA	gray
GO:0050202	NA	NA	NA	NA	NA	gray
GO:0046570	NA	NA	NA	NA	NA	gray
GO:0047452	NA	NA	NA	NA	NA	gray
GO:0102346	NA	NA	NA	NA	NA	gray
GO:0034953	NA	NA	NA	NA	NA	gray
GO:0050151	NA	NA	NA	NA	NA	gray
GO:0043725	NA	NA	NA	NA	NA	gray
GO:0034578	NA	NA	NA	NA	NA	gray
GO:0009978	NA	NA	NA	NA	NA	gray
GO:0050005	NA	NA	NA	NA	NA	gray
GO:0050234	NA	NA	NA	NA	NA	gray
GO:0047455	NA	NA	NA	NA	NA	gray
GO:0018813	NA	NA	NA	NA	NA	gray
GO:0018819	NA	NA	NA	NA	NA	gray
GO:0034561	NA	NA	NA	NA	NA	gray
GO:0046405	NA	NA	NA	NA	NA	gray
GO:0043721	NA	NA	NA	NA	NA	gray
GO:0047448	NA	NA	NA	NA	NA	gray
GO:0102245	NA	NA	NA	NA	NA	gray
GO:0102158	NA	NA	NA	NA	NA	gray
GO:0018815	NA	NA	NA	NA	NA	gray
GO:0047733	NA	NA	NA	NA	NA	gray
GO:0009385	NA	NA	NA	NA	NA	gray
GO:0016872	NA	NA	NA	NA	NA	gray
GO:0050335	NA	NA	NA	NA	NA	gray
GO:0097260	NA	NA	NA	NA	NA	gray
GO:0070284	NA	NA	NA	NA	NA	gray
GO:0051120	NA	NA	NA	NA	NA	gray
GO:0016860	NA	NA	NA	NA	NA	gray
GO:0043800	NA	NA	NA	NA	NA	gray
GO:0045329	NA	NA	NA	NA	NA	gray
GO:0019254	NA	NA	NA	NA	NA	gray
GO:0046107	NA	NA	NA	NA	NA	gray
GO:0046106	NA	NA	NA	NA	NA	gray
GO:0046089	NA	NA	NA	NA	NA	gray
GO:0000496	NA	NA	NA	NA	NA	gray
GO:0044824	NA	NA	NA	NA	NA	gray
GO:0009381	NA	NA	NA	NA	NA	gray
GO:0016890	NA	NA	NA	NA	NA	gray
GO:1990731	NA	NA	NA	NA	NA	gray
GO:0031087	NA	NA	NA	NA	NA	gray
GO:0042138	NA	NA	NA	NA	NA	gray
GO:0019071	NA	NA	NA	NA	NA	gray
GO:0000728	NA	NA	NA	NA	NA	gray
GO:1990601	NA	NA	NA	NA	NA	gray
GO:1990599	NA	NA	NA	NA	NA	gray
GO:0006309	NA	NA	NA	NA	NA	gray
GO:0003691	NA	NA	NA	NA	NA	gray
GO:0097100	NA	NA	NA	NA	NA	gray
GO:0003692	NA	NA	NA	NA	NA	gray
GO:0032575	NA	NA	NA	NA	NA	gray
GO:0016797	NA	NA	NA	NA	NA	gray
GO:0004528	NA	NA	NA	NA	NA	gray
GO:0008311	NA	NA	NA	NA	NA	gray
GO:0033682	NA	NA	NA	NA	NA	gray
GO:0033681	NA	NA	NA	NA	NA	gray
GO:0039594	NA	NA	NA	NA	NA	gray
GO:0031123	NA	NA	NA	NA	NA	gray
GO:0000963	NA	NA	NA	NA	NA	gray
GO:0036260	NA	NA	NA	NA	NA	gray
GO:0000966	NA	NA	NA	NA	NA	gray
GO:0000379	NA	NA	NA	NA	NA	gray
GO:0031050	NA	NA	NA	NA	NA	gray
GO:0036404	NA	NA	NA	NA	NA	gray
GO:0008380	NA	NA	NA	NA	NA	gray
GO:0031425	NA	NA	NA	NA	NA	gray
GO:0043145	NA	NA	NA	NA	NA	gray
GO:0034452	NA	NA	NA	NA	NA	gray
GO:0051373	NA	NA	NA	NA	NA	gray
GO:0030172	NA	NA	NA	NA	NA	gray
GO:0048156	NA	NA	NA	NA	NA	gray
GO:0005519	NA	NA	NA	NA	NA	gray
GO:0015631	NA	NA	NA	NA	NA	gray
GO:0005523	NA	NA	NA	NA	NA	gray
GO:0030506	NA	NA	NA	NA	NA	gray
GO:0031014	NA	NA	NA	NA	NA	gray
GO:0030507	NA	NA	NA	NA	NA	gray
GO:1990147	NA	NA	NA	NA	NA	gray
GO:0019894	NA	NA	NA	NA	NA	gray
GO:0017166	NA	NA	NA	NA	NA	gray
GO:0042805	NA	NA	NA	NA	NA	gray
GO:0003779	NA	NA	NA	NA	NA	gray
GO:0017022	NA	NA	NA	NA	NA	gray
GO:0031005	NA	NA	NA	NA	NA	gray
GO:0031432	NA	NA	NA	NA	NA	gray
GO:0031013	NA	NA	NA	NA	NA	gray
GO:0031433	NA	NA	NA	NA	NA	gray
GO:0051711	NA	NA	NA	NA	NA	gray
GO:0001911	NA	NA	NA	NA	NA	gray
GO:1903660	NA	NA	NA	NA	NA	gray
GO:1905832	NA	NA	NA	NA	NA	gray
GO:0030844	NA	NA	NA	NA	NA	gray
GO:0030836	NA	NA	NA	NA	NA	gray
GO:1905306	NA	NA	NA	NA	NA	gray
GO:1904901	NA	NA	NA	NA	NA	gray
GO:0046607	NA	NA	NA	NA	NA	gray
GO:0010696	NA	NA	NA	NA	NA	gray
GO:0060298	NA	NA	NA	NA	NA	gray
GO:1903473	NA	NA	NA	NA	NA	gray
GO:0110028	NA	NA	NA	NA	NA	gray
GO:0030841	NA	NA	NA	NA	NA	gray
GO:2000433	NA	NA	NA	NA	NA	gray
GO:0030838	NA	NA	NA	NA	NA	gray
GO:2000251	NA	NA	NA	NA	NA	gray
GO:1903485	NA	NA	NA	NA	NA	gray
GO:0031112	NA	NA	NA	NA	NA	gray
GO:0032233	NA	NA	NA	NA	NA	gray
GO:0090353	NA	NA	NA	NA	NA	gray
GO:0055105	NA	NA	NA	NA	NA	gray
GO:0055102	NA	NA	NA	NA	NA	gray
GO:0046811	NA	NA	NA	NA	NA	gray
GO:0036479	NA	NA	NA	NA	NA	gray
GO:0005095	NA	NA	NA	NA	NA	gray
GO:0046910	NA	NA	NA	NA	NA	gray
GO:0030251	NA	NA	NA	NA	NA	gray
GO:0004858	NA	NA	NA	NA	NA	gray
GO:0015066	NA	NA	NA	NA	NA	gray
GO:0019210	NA	NA	NA	NA	NA	gray
GO:0010521	NA	NA	NA	NA	NA	gray
GO:0055104	NA	NA	NA	NA	NA	gray
GO:1990846	NA	NA	NA	NA	NA	gray
GO:0060703	NA	NA	NA	NA	NA	gray
GO:0036487	NA	NA	NA	NA	NA	gray
GO:0090369	NA	NA	NA	NA	NA	gray
GO:0019212	NA	NA	NA	NA	NA	gray
GO:0052758	NA	NA	NA	NA	NA	gray
GO:0009917	NA	NA	NA	NA	NA	gray
GO:0047122	NA	NA	NA	NA	NA	gray
GO:0052759	NA	NA	NA	NA	NA	gray
GO:0047542	NA	NA	NA	NA	NA	gray
GO:0018523	NA	NA	NA	NA	NA	gray
GO:0047797	NA	NA	NA	NA	NA	gray
GO:0018129	NA	NA	NA	NA	NA	gray
GO:0034826	NA	NA	NA	NA	NA	gray
GO:0033734	NA	NA	NA	NA	NA	gray
GO:0009918	NA	NA	NA	NA	NA	gray
GO:0016166	NA	NA	NA	NA	NA	gray
GO:0034564	NA	NA	NA	NA	NA	gray
GO:0018136	NA	NA	NA	NA	NA	gray
GO:0047121	NA	NA	NA	NA	NA	gray
GO:0102725	NA	NA	NA	NA	NA	gray
GO:0034837	NA	NA	NA	NA	NA	gray
GO:0051786	NA	NA	NA	NA	NA	gray
GO:0016636	NA	NA	NA	NA	NA	gray
GO:0018495	NA	NA	NA	NA	NA	gray
GO:0034787	NA	NA	NA	NA	NA	gray
GO:0043830	NA	NA	NA	NA	NA	gray
GO:0016632	NA	NA	NA	NA	NA	gray
GO:0018496	NA	NA	NA	NA	NA	gray
GO:0018497	NA	NA	NA	NA	NA	gray
GO:0018494	NA	NA	NA	NA	NA	gray
GO:0034866	NA	NA	NA	NA	NA	gray
GO:0034580	NA	NA	NA	NA	NA	gray
GO:0034916	NA	NA	NA	NA	NA	gray
GO:0043820	NA	NA	NA	NA	NA	gray
GO:0034845	NA	NA	NA	NA	NA	gray
GO:0080004	NA	NA	NA	NA	NA	gray
GO:0052760	NA	NA	NA	NA	NA	gray
GO:0034924	NA	NA	NA	NA	NA	gray
GO:0033765	NA	NA	NA	NA	NA	gray
GO:0047123	NA	NA	NA	NA	NA	gray
GO:0034921	NA	NA	NA	NA	NA	gray
GO:0070269	NA	NA	NA	NA	NA	gray
GO:0034050	NA	NA	NA	NA	NA	gray
GO:0070268	NA	NA	NA	NA	NA	gray
GO:0006915	NA	NA	NA	NA	NA	gray
GO:0097468	NA	NA	NA	NA	NA	gray
GO:0010623	NA	NA	NA	NA	NA	gray
GO:0097300	NA	NA	NA	NA	NA	gray
GO:0097707	NA	NA	NA	NA	NA	gray
GO:0048102	NA	NA	NA	NA	NA	gray
GO:0052929	NA	NA	NA	NA	NA	gray
GO:0097037	NA	NA	NA	NA	NA	gray
GO:0020028	NA	NA	NA	NA	NA	gray
GO:0005260	NA	NA	NA	NA	NA	gray
GO:0036402	NA	NA	NA	NA	NA	gray
GO:0070615	NA	NA	NA	NA	NA	gray
GO:0070463	NA	NA	NA	NA	NA	gray
GO:0008568	NA	NA	NA	NA	NA	gray
GO:1990833	NA	NA	NA	NA	NA	gray
GO:1990939	NA	NA	NA	NA	NA	gray
GO:0140083	NA	NA	NA	NA	NA	gray
GO:0030899	NA	NA	NA	NA	NA	gray
GO:0030898	NA	NA	NA	NA	NA	gray
GO:0045328	NA	NA	NA	NA	NA	gray
GO:0046805	NA	NA	NA	NA	NA	gray
GO:0018186	NA	NA	NA	NA	NA	gray
GO:0018182	NA	NA	NA	NA	NA	gray
GO:0018174	NA	NA	NA	NA	NA	gray
GO:0098753	NA	NA	NA	NA	NA	gray
GO:0017062	NA	NA	NA	NA	NA	gray
GO:0008535	NA	NA	NA	NA	NA	gray
GO:0010190	NA	NA	NA	NA	NA	gray
GO:0018379	NA	NA	NA	NA	NA	gray
GO:1990914	NA	NA	NA	NA	NA	gray
GO:0015042	NA	NA	NA	NA	NA	gray
GO:0050451	NA	NA	NA	NA	NA	gray
GO:0098622	NA	NA	NA	NA	NA	gray
GO:0032551	NA	NA	NA	NA	NA	gray
GO:0032548	NA	NA	NA	NA	NA	gray
GO:0009786	NA	NA	NA	NA	NA	gray
GO:0003427	NA	NA	NA	NA	NA	gray
GO:0010590	NA	NA	NA	NA	NA	gray
GO:0007116	NA	NA	NA	NA	NA	gray
GO:0044863	NA	NA	NA	NA	NA	gray
GO:2000035	NA	NA	NA	NA	NA	gray
GO:0010482	NA	NA	NA	NA	NA	gray
GO:0034433	NA	NA	NA	NA	NA	gray
GO:0030259	NA	NA	NA	NA	NA	gray
GO:0034208	NA	NA	NA	NA	NA	gray
GO:0034207	NA	NA	NA	NA	NA	gray
GO:0002933	NA	NA	NA	NA	NA	gray
GO:0086040	NA	NA	NA	NA	NA	gray
GO:0097301	NA	NA	NA	NA	NA	gray
GO:0036376	NA	NA	NA	NA	NA	gray
GO:0071435	NA	NA	NA	NA	NA	gray
GO:0140141	NA	NA	NA	NA	NA	gray
GO:0010107	NA	NA	NA	NA	NA	gray
GO:0050119	NA	NA	NA	NA	NA	gray
GO:0034084	NA	NA	NA	NA	NA	gray
GO:0000225	NA	NA	NA	NA	NA	gray
GO:0047419	NA	NA	NA	NA	NA	gray
GO:0035595	NA	NA	NA	NA	NA	gray
GO:0047574	NA	NA	NA	NA	NA	gray
GO:0047611	NA	NA	NA	NA	NA	gray
GO:0047609	NA	NA	NA	NA	NA	gray
GO:0050117	NA	NA	NA	NA	NA	gray
GO:0004099	NA	NA	NA	NA	NA	gray
GO:0047573	NA	NA	NA	NA	NA	gray
GO:0050118	NA	NA	NA	NA	NA	gray
GO:1903060	NA	NA	NA	NA	NA	gray
GO:0010836	NA	NA	NA	NA	NA	gray
GO:0120094	NA	NA	NA	NA	NA	gray
GO:0031057	NA	NA	NA	NA	NA	gray
GO:1903321	NA	NA	NA	NA	NA	gray
GO:1904286	NA	NA	NA	NA	NA	gray
GO:1900723	NA	NA	NA	NA	NA	gray
GO:1901874	NA	NA	NA	NA	NA	gray
GO:2000540	NA	NA	NA	NA	NA	gray
GO:1901984	NA	NA	NA	NA	NA	gray
GO:1903345	NA	NA	NA	NA	NA	gray
GO:0035308	NA	NA	NA	NA	NA	gray
GO:0060051	NA	NA	NA	NA	NA	gray
GO:0001933	NA	NA	NA	NA	NA	gray
GO:1902083	NA	NA	NA	NA	NA	gray
GO:1904428	NA	NA	NA	NA	NA	gray
GO:1904807	NA	NA	NA	NA	NA	gray
GO:0010734	NA	NA	NA	NA	NA	gray
GO:0032516	NA	NA	NA	NA	NA	gray
GO:1903917	NA	NA	NA	NA	NA	gray
GO:1902310	NA	NA	NA	NA	NA	gray
GO:0051650	NA	NA	NA	NA	NA	gray
GO:0099124	NA	NA	NA	NA	NA	gray
GO:0051303	NA	NA	NA	NA	NA	gray
GO:0051686	NA	NA	NA	NA	NA	gray
GO:0098700	NA	NA	NA	NA	NA	gray
GO:0007269	NA	NA	NA	NA	NA	gray
GO:0099590	NA	NA	NA	NA	NA	gray
GO:0051683	NA	NA	NA	NA	NA	gray
GO:1905743	NA	NA	NA	NA	NA	gray
GO:0099123	NA	NA	NA	NA	NA	gray
GO:0048488	NA	NA	NA	NA	NA	gray
GO:0061753	NA	NA	NA	NA	NA	gray
GO:0051660	NA	NA	NA	NA	NA	gray
GO:0090151	NA	NA	NA	NA	NA	gray
GO:0070632	NA	NA	NA	NA	NA	gray
GO:0051654	NA	NA	NA	NA	NA	gray
GO:0099525	NA	NA	NA	NA	NA	gray
GO:0098810	NA	NA	NA	NA	NA	gray
GO:0035773	NA	NA	NA	NA	NA	gray
GO:0060402	NA	NA	NA	NA	NA	gray
GO:0051667	NA	NA	NA	NA	NA	gray
GO:0097401	NA	NA	NA	NA	NA	gray
GO:0051293	NA	NA	NA	NA	NA	gray
GO:0016571	NA	NA	NA	NA	NA	gray
GO:0018021	NA	NA	NA	NA	NA	gray
GO:0018216	NA	NA	NA	NA	NA	gray
GO:0018020	NA	NA	NA	NA	NA	gray
GO:0006480	NA	NA	NA	NA	NA	gray
GO:0006481	NA	NA	NA	NA	NA	gray
GO:0034420	NA	NA	NA	NA	NA	gray
GO:0018533	NA	NA	NA	NA	NA	gray
GO:0018003	NA	NA	NA	NA	NA	gray
GO:0016573	NA	NA	NA	NA	NA	gray
GO:0071929	NA	NA	NA	NA	NA	gray
GO:2001102	NA	NA	NA	NA	NA	gray
GO:2001098	NA	NA	NA	NA	NA	gray
GO:2001104	NA	NA	NA	NA	NA	gray
GO:0033156	NA	NA	NA	NA	NA	gray
GO:2001100	NA	NA	NA	NA	NA	gray
GO:2001088	NA	NA	NA	NA	NA	gray
GO:0015265	NA	NA	NA	NA	NA	gray
GO:0006296	NA	NA	NA	NA	NA	gray
GO:0006295	NA	NA	NA	NA	NA	gray
GO:1990174	NA	NA	NA	NA	NA	gray
GO:0033895	NA	NA	NA	NA	NA	gray
GO:0052719	NA	NA	NA	NA	NA	gray
GO:0033896	NA	NA	NA	NA	NA	gray
GO:0004526	NA	NA	NA	NA	NA	gray
GO:0033893	NA	NA	NA	NA	NA	gray
GO:0090624	NA	NA	NA	NA	NA	gray
GO:0070551	NA	NA	NA	NA	NA	gray
GO:0008419	NA	NA	NA	NA	NA	gray
GO:0043822	NA	NA	NA	NA	NA	gray
GO:0033894	NA	NA	NA	NA	NA	gray
GO:0048671	NA	NA	NA	NA	NA	gray
GO:1903042	NA	NA	NA	NA	NA	gray
GO:0060243	NA	NA	NA	NA	NA	gray
GO:1903860	NA	NA	NA	NA	NA	gray
GO:0061391	NA	NA	NA	NA	NA	gray
GO:1902891	NA	NA	NA	NA	NA	gray
GO:0030517	NA	NA	NA	NA	NA	gray
GO:2000221	NA	NA	NA	NA	NA	gray
GO:0061052	NA	NA	NA	NA	NA	gray
GO:0048688	NA	NA	NA	NA	NA	gray
GO:0051511	NA	NA	NA	NA	NA	gray
GO:0044528	NA	NA	NA	NA	NA	gray
GO:1902629	NA	NA	NA	NA	NA	gray
GO:0010610	NA	NA	NA	NA	NA	gray
GO:1905868	NA	NA	NA	NA	NA	gray
GO:0070928	NA	NA	NA	NA	NA	gray
GO:0051512	NA	NA	NA	NA	NA	gray
GO:1903043	NA	NA	NA	NA	NA	gray
GO:1902892	NA	NA	NA	NA	NA	gray
GO:0048687	NA	NA	NA	NA	NA	gray
GO:0045773	NA	NA	NA	NA	NA	gray
GO:1903861	NA	NA	NA	NA	NA	gray
GO:0048672	NA	NA	NA	NA	NA	gray
GO:2000222	NA	NA	NA	NA	NA	gray
